"EX_pi_e_i","EX_co2_e_i","EX_fe3_e_i","EX_h_e_i","EX_mn2_e_i","EX_fe2_e_i","EX_zn2_e_i","EX_mg2_e_i","EX_ca2_e_i","EX_ni2_e_i","EX_cu2_e_i","EX_sel_e_i","EX_cobalt2_e_i","EX_h2o_e_i","EX_mobd_e_i","EX_so4_e_i","EX_nh4_e_i","EX_k_e_i","EX_na1_e_i","EX_cl_e_i","EX_o2_e_i","EX_tungs_e_i","EX_slnt_e_i","EX_gal_e_i","EX_glc__D_e_i","WT","AlsR","AppY","ArcA","ArgR","AscG","BasR","BolA","CpxR","Cra","CreB","CsgD","CspA","CysB","CytR","DcuR","EvgA","FadR","FhlA","Fis","FliZ","Fur","GadE","GadW","GadX","GcvA","GlcC","GlpR","HdfR","IclR","IdnR","KdgR","LldR","LrhA","Lrp","MarA","MarR","Mlc","ModE","NagC","NarL","NarP","NsrR","NtrC","OmpR","OxyR","PdhR","PhoB","PrpR","PurR","QseB","RcsB","Rob","RutR","SdiA","SoxR","SoxS","TdcA","TdcR","TorR","UvrY","UxuR","YdeO","RpoN","ACKr_rev","ACONTa_for","ACONTb_for","BIOMASS_Ec_iML1515_core_75p37M","CS","EDA","EDD","ENO_for","EX_ac_e_o","EX_gal_e_i_MEASURE","EX_glc__D_e_i_MEASURE","FBA_for","FUM_for","GAPD_for","GND","ICDHyr_for","ICL","MALS","MDH_for","ME1","PDH","PFK","PGI_for","PGK_rev","PGM_rev","PPC","PPCK","PTAr_for","PYK","SUCDi","TALA_for"
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.04,1.23,1.23,0.19,1.23,0.12,0.12,3.08,0.04,1.92,0,1.61,0.93,3.37,0.43,0.34,0.89,0.89,1.65,0.17,2.61,1.61,1.42,3.37,3.37,0.49,0.59,0.04,3,0.93,0.14
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.03,1.66,1.66,0.19,1.66,0,0,3.54,0.03,2.23,0,1.87,1.37,3.81,0.54,0.65,1.01,1.01,2.28,0.1,3.12,1.87,1.61,3.81,3.81,0.52,0.82,0.03,3.67,1.37,0.18
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.02,2.85,2.85,0.18,2.85,0,0,4.76,0.02,3.02,0,2.45,2.55,5.04,0.74,1.44,1.4,1.4,3.58,0.37,4.71,2.45,2.05,5.04,5.04,0.68,1.09,0.02,5,2.55,0.24
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.06,1.67,1.67,0.18,1.67,0.04,0.04,3.58,0.06,2.17,0,1.9,1.38,3.87,0.4,0.64,1.03,1.03,2.41,0,3.2,1.9,1.73,3.87,3.87,0.52,0.94,0.06,3.83,1.38,0.13
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.15,1.12,1.12,0.14,1.12,0.01,0.01,2.77,0.15,2.21,0,1.45,0.89,2.99,0.49,0.38,0.75,0.75,1.54,0.11,2.37,1.45,1.2,2.99,2.99,0.54,0.7,0.15,2.79,0.89,0.17
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.06,1.27,1.27,0.18,1.27,0.12,0.12,2.94,0.07,2.16,0,1.53,1,3.21,0.4,0.29,0.98,0.98,1.94,0.05,2.72,1.53,1.36,3.21,3.21,0.38,0.76,0.06,3.15,1,0.13
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.04,1,1,0.17,1,0.25,0.25,2.32,0.04,1.49,0,1.16,0.76,2.56,0.24,0.24,0.76,0.76,1.48,0.04,2.15,1.16,1.08,2.56,2.56,0.36,0.58,0.04,2.4,0.76,0.08
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.32,3.28,3.28,0.27,3.28,0.05,0.05,5.68,0.37,3.8,0,3.32,2.84,6.77,0.71,3.19,0.12,0.12,2.69,0.28,4.37,3.32,3,6.77,6.77,1.44,0.38,0.32,5.02,2.84,0.23
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.19,1.19,0.19,1.19,0.1,0.1,3.04,0,2.02,0,1.61,0.89,3.33,0.39,0.35,0.84,0.84,1.72,0,2.49,1.61,1.45,3.33,3.33,0.49,0.7,0,3.07,0.89,0.13
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.2,2.19,2.19,0.46,2.19,0.12,0.12,8.86,2.66,5.5,0,4.62,1.49,9.56,1.38,2.19,0,0,1.23,0.25,5.49,4.62,3.96,9.56,9.56,2.12,0.39,2.2,6.71,1.49,0.45
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.07,1.58,1.58,0.17,1.58,0.16,0.16,3.35,0.07,2.19,0,1.72,1.29,3.63,0.4,0.46,1.11,1.11,2.32,0.09,3.19,1.72,1.55,3.63,3.63,0.34,0.76,0.07,3.6,1.29,0.13
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.73,1.73,0.17,1.73,0,0,3.47,0.04,1.84,0,1.82,1.47,3.72,0.55,0.43,1.3,1.3,2.48,0.29,3.44,1.82,1.54,3.72,3.72,0.43,0.88,0,3.76,1.47,0.18
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.18,1.23,1.23,0.17,1.23,0,0,3.07,0.26,1.86,0,1.65,0.98,3.33,0.36,0.26,0.98,0.98,1.85,0.1,2.78,1.65,1.5,3.33,3.33,0.4,0.73,0.18,3.25,0.98,0.12
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.04,1.73,1.73,0.2,1.73,0.17,0.17,3.83,0.04,2.49,0,1.96,1.39,4.15,0.56,0.47,1.26,1.26,2.59,0.06,3.54,1.96,1.7,4.15,4.15,0.37,0.85,0.04,4.1,1.39,0.19
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.16,1.16,1.16,0.15,1.16,0.14,0.14,2.71,0.16,1.72,0,1.37,0.92,2.94,0.43,0.24,0.92,0.92,1.82,0.03,2.6,1.37,1.17,2.94,2.94,0.34,0.73,0.16,2.96,0.92,0.14
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.11,1.77,1.77,0.17,1.77,0.16,0.16,3.53,0.11,2.12,0,1.82,1.49,3.79,0.32,1.2,0.69,0.69,1.97,0.09,2.87,1.82,1.69,3.79,3.79,0.67,0.57,0.11,3.26,1.49,0.11
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.29,1.08,1.08,0.15,1.08,0.28,0.28,2.56,0.23,2.01,0,1.24,0.85,2.78,0.27,0.26,0.82,0.82,1.51,0.15,2.51,1.24,1.14,2.78,2.78,0.41,0.59,0.29,2.61,0.85,0.08
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.15,1.33,1.33,0.17,1.33,0.01,0.01,3.15,0.17,1.7,0,1.65,1.07,3.4,0.55,0.26,1.07,1.07,2.11,0.03,2.94,1.65,1.37,3.4,3.4,0.48,0.98,0.15,3.49,1.07,0.18
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.07,1.41,1.41,0.18,1.41,0.04,0.04,3.41,0.06,2.37,0,1.8,1.11,3.7,0.54,0.47,0.95,0.95,1.96,0.1,2.89,1.8,1.54,3.7,3.7,0.49,0.7,0.07,3.44,1.11,0.18
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.04,1.59,1.59,0.17,1.59,0.31,0.31,3.13,0.03,2.32,0,1.54,1.31,3.4,0.33,0.6,0.99,0.99,2.17,0.13,3.04,1.54,1.41,3.4,3.4,0.46,0.73,0.04,3.24,1.31,0.11
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.04,1.46,1.46,0.19,1.46,0.14,0.14,3.37,0.04,2.17,0,1.76,1.14,3.67,0.4,0.45,1.01,1.01,2.03,0.11,2.97,1.76,1.6,3.67,3.67,0.44,0.67,0.04,3.42,1.14,0.13
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.01,2,2,0.18,2,0.19,0.19,3.75,0.01,2.53,0,1.9,1.7,4.04,0.48,0.94,1.06,1.06,2.65,0.11,3.52,1.9,1.68,4.04,4.04,0.57,0.89,0.01,3.9,1.7,0.16
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.01,1.66,1.66,0.15,1.66,0.14,0.14,3.31,0,2.21,0,1.68,1.39,3.56,0.46,0.65,1.02,1.02,2.32,0.09,3.1,1.68,1.47,3.56,3.56,0.48,0.83,0.01,3.5,1.39,0.16
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,3.15,3.15,0.16,3.15,0.16,0.16,4.75,0.01,2.84,0,2.39,2.87,5,0.45,1.46,1.69,1.69,4.21,0.35,5.24,2.39,2.18,5,5,0.47,1.23,0,5.35,2.87,0.15
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.05,1.67,1.67,0.18,1.67,0.06,0.06,3.61,0.05,2.7,0,1.91,1.37,3.9,0.38,0.92,0.75,0.75,2.11,0,2.92,1.91,1.76,3.9,3.9,0.64,0.75,0.05,3.55,1.37,0.13
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.05,1.15,1.15,0.18,1.15,0.16,0.16,2.79,0.05,1.76,0,1.43,0.88,3.05,0.4,0.31,0.85,0.85,1.64,0.1,2.46,1.43,1.26,3.05,3.05,0.39,0.58,0.05,2.81,0.88,0.13
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.07,1.22,1.22,0.19,1.22,0.05,0.05,3.09,0.07,1.92,0,1.65,0.94,3.37,0.36,0.49,0.73,0.73,1.66,0.01,2.45,1.65,1.51,3.37,3.37,0.49,0.61,0.07,3.04,0.94,0.12
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.06,1.73,1.73,0.18,1.73,0.23,0.23,3.31,0.06,1.96,0,1.67,1.47,3.58,0.38,0.47,1.27,1.27,2.62,0.11,3.47,1.67,1.51,3.58,3.58,0.24,0.82,0.06,3.73,1.47,0.13
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.05,1.68,1.68,0.18,1.68,0.09,0.09,3.49,0.05,2.11,0,1.81,1.4,3.77,0.51,0.61,1.07,1.07,2.21,0.26,3.23,1.81,1.57,3.77,3.77,0.5,0.71,0.05,3.53,1.4,0.17
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1.2,1.2,0.16,1.2,0.1,0.1,2.74,0,1.69,0,1.43,0.94,2.99,0.38,0.26,0.94,0.94,1.82,0.07,2.52,1.43,1.27,2.99,2.99,0.38,0.73,0,2.93,0.94,0.12
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.01,1.86,1.86,0.19,1.86,0.03,0.03,3.99,0,2.88,0,2.1,1.52,4.31,0.58,0.67,1.19,1.19,2.71,0,3.55,2.1,1.83,4.31,4.31,0.55,1.04,0.01,4.28,1.52,0.19
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.2,1.1,1.1,0.15,1.1,0.17,0.17,2.79,0.19,1.86,0,1.42,0.84,3.04,0.37,0.31,0.79,0.79,1.58,0.04,2.47,1.42,1.26,3.04,3.04,0.42,0.62,0.2,2.85,0.84,0.13
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.08,1.39,1.39,0.18,1.39,0.03,0.03,3.33,0.08,2.3,0,1.77,1.1,3.6,0.46,0.5,0.89,0.89,1.95,0.04,2.8,1.77,1.55,3.6,3.6,0.51,0.75,0.08,3.39,1.1,0.15
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.04,1.19,1.19,0.18,1.19,0.13,0.13,2.92,0.04,1.78,0,1.52,0.91,3.19,0.36,0.28,0.91,0.91,1.67,0.15,2.57,1.52,1.38,3.19,3.19,0.48,0.65,0.04,2.92,0.91,0.12
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.53,2.16,2.16,0.6,2.16,0.8,0.8,12.88,4.95,0,8.16,6.41,1.25,13.81,1.58,2.16,0,0,0.82,0.42,9.14,6.41,5.71,13.81,13.81,2.59,0.23,5.53,9.98,1.25,0.5
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.04,2.33,2.33,0.54,2.33,0.39,0.39,11.53,3.92,0,8.11,5.9,1.48,12.38,1.55,2.33,0,0,1.02,0.46,7.7,5.9,5.19,12.38,12.38,2.61,0.36,4.04,8.78,1.48,0.5
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.09,1.91,1.91,0.55,1.91,1.02,1.02,11.48,4.76,0,7.74,5.58,1.07,12.33,1.43,1.91,0,0,0.61,0.46,8.32,5.58,4.94,12.33,12.33,2.41,0.18,5.09,8.75,1.07,0.46
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.55,2.72,2.72,0.56,2.72,0.53,0.53,11.42,3.19,0,7.3,5.83,1.86,12.29,1.27,2.72,0,0,1.51,0.35,7.64,5.83,5.31,12.29,12.29,2.42,0.24,3.55,8.72,1.86,0.4
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.92,1.87,1.87,0.46,1.87,0.99,0.99,10.53,4.64,0,6.87,5.05,1.14,11.26,1.3,1.87,0,0,0.58,0.56,7.92,5.05,4.45,11.26,11.26,2.33,0.23,4.92,8.01,1.14,0.42
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.79,1.75,1.75,0.53,1.75,0.93,0.93,10.82,4.72,0,7.28,5.24,0.96,11.62,1.52,1.75,0,0,0.82,0.14,7.79,5.24,4.53,11.62,11.62,2.16,0.34,4.79,8.53,0.96,0.49
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.91,1.91,1.91,0.52,1.91,0.9,0.9,11.11,4.89,0,7.15,5.43,1.12,11.9,1.33,1.91,0,0,0.78,0.35,8.07,5.43,4.84,11.9,11.9,2.21,0.19,4.91,8.62,1.12,0.43
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.96,1.7,1.7,0.53,1.7,0.57,0.57,10.52,3.69,0,7.12,5.34,0.87,11.36,1.29,1.7,0,0,0.42,0.45,6.96,5.34,4.79,11.36,11.36,2.34,0.14,3.96,7.83,0.87,0.41
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.12,1.95,1.95,0.54,1.95,0.75,0.75,12.66,5.96,0,7.86,6.27,1.14,13.48,1.54,1.95,0,0,0.96,0.18,9.36,6.27,5.54,13.48,13.48,2.14,0.24,6.12,10.28,1.14,0.5
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.41,1.64,1.64,0.54,1.64,0.74,0.74,11.86,5.12,0,8.06,5.92,0.8,12.71,1.4,1.64,0,0,0.34,0.46,8.39,5.92,5.3,12.71,12.71,2.48,0.23,5.41,9.11,0.8,0.45
