7.150161422370515663e-01,7.150169610977172852e-01
8.694873101935516324e-01,8.694866299629211426e-01
1.012373140553318285e+00,1.012372970581054688e+00
1.108917620526128189e+00,1.108920335769653320e+00
1.089608724531566208e+00,1.089600563049316406e+00
7.875081894354769574e-01,7.875071763992309570e-01
8.306293942304415756e-01,8.306308984756469727e-01
7.141458778971717658e-01,7.141459584236145020e-01
9.930642445587530842e-01,9.930620193481445312e-01
7.898305211803118286e-01,7.898307442665100098e-01
6.811241983653462118e-01,6.811257004737854004e-01
9.042433229837647524e-01,9.042421579360961914e-01
1.081724696101165506e+00,1.081723690032958984e+00
7.778081027773637857e-01,7.778081297874450684e-01
8.965197645859398490e-01,8.965196013450622559e-01
9.737553485641893269e-01,9.737555980682373047e-01
8.234425267646139357e-01,8.234439492225646973e-01
1.096586001482562800e+00,1.096584439277648926e+00
8.424548558011605293e-01,8.424560427665710449e-01
8.115606222098646905e-01,8.115622401237487793e-01
9.766918199816121415e-01,9.766923785209655762e-01
7.689247591660169912e-01,7.689249515533447266e-01
6.810562305773646408e-01,6.810582280158996582e-01
6.402922098232478598e-01,6.402924060821533203e-01
7.081760592598593806e-01,7.081761360168457031e-01
1.070299828537004005e+00,1.070300102233886719e+00
1.007381998511264420e+00,1.007382035255432129e+00
6.564517830736532611e-01,6.564512252807617188e-01
8.644937338116879255e-01,8.644948005676269531e-01
6.731439643175779475e-01,6.731445789337158203e-01
8.576700144262464631e-01,8.576708436012268066e-01
6.997297553670478454e-01,6.997290849685668945e-01
1.011297968598657615e+00,1.011299252510070801e+00
6.060249589212672872e-01,6.060259342193603516e-01
6.765525860411463199e-01,6.765537261962890625e-01
8.042466437104283106e-01,8.042470812797546387e-01
1.043267374144615012e+00,1.043269515037536621e+00
1.029050926860909154e+00,1.029050350189208984e+00
6.384612346140323691e-01,6.384603977203369141e-01
9.814789069620182271e-01,9.814791083335876465e-01
8.510990419333288592e-01,8.511003851890563965e-01
9.698935693652777079e-01,9.698965549468994141e-01
8.737505990254026411e-01,8.737508058547973633e-01
7.105418472646374273e-01,7.105423808097839355e-01
7.922517262153015993e-01,7.922518849372863770e-01
8.965197645859419584e-01,8.965196013450622559e-01
8.799312869935719261e-01,8.799306154251098633e-01
6.641401978391784366e-01,6.641395092010498047e-01
7.946950569013041532e-01,7.946948409080505371e-01
6.889176634694585966e-01,6.889178156852722168e-01
8.078506743429636483e-01,8.078493475914001465e-01
6.968807630969368061e-01,6.968814134597778320e-01
9.235522189783285096e-01,9.235522150993347168e-01
9.853406861609264045e-01,9.853410720825195312e-01
7.459103758283512908e-01,7.459095120429992676e-01
8.006426130779030759e-01,8.006442785263061523e-01
1.029710127266274755e+00,1.029710650444030762e+00
9.699540024900101809e-01,9.699553251266479492e-01
9.467723303362982623e-01,9.467750787734985352e-01
7.604163199580118437e-01,7.604175806045532227e-01
7.585547265173698817e-01,7.585539817810058594e-01
8.485965628950075113e-01,8.485975265502929688e-01
7.597755200530891262e-01,7.597756981849670410e-01
7.453860263624833005e-01,7.453868985176086426e-01
8.540401933979020477e-01,8.540409207344055176e-01
9.096849363545391753e-01,9.096837043762207031e-01
6.646937835841288944e-01,6.646953225135803223e-01
6.760745115652824211e-01,6.760759353637695312e-01
8.424548558011646371e-01,8.424555063247680664e-01
9.405422949778895481e-01,9.405416250228881836e-01
7.696372830918172259e-01,7.696378231048583984e-01
1.014867597715516823e+00,1.014867544174194336e+00
9.158286605805034952e-01,9.158290028572082520e-01
8.270077390055137201e-01,8.270082473754882812e-01
9.350662152814890327e-01,9.350655078887939453e-01
1.066450288917557554e+00,1.066451549530029297e+00
7.298560304077756911e-01,7.298562526702880859e-01
9.021408365179953703e-01,9.021415114402770996e-01
7.898305211803112735e-01,7.898305654525756836e-01
7.397995324785716642e-01,7.409333586692810059e-01
1.035570564446522068e+00,1.035570263862609863e+00
1.037324395328261151e+00,1.037324190139770508e+00
8.078506743429637593e-01,8.078504800796508789e-01
7.806663886185648549e-01,7.806663513183593750e-01
9.385274749252500159e-01,9.385271668434143066e-01
7.343250382316144353e-01,7.343255877494812012e-01
8.059447003311678293e-01,8.059436678886413574e-01
8.959583788336966670e-01,8.959581851959228516e-01
1.044010671683566649e+00,1.044010877609252930e+00
8.801268120390007832e-01,8.801262974739074707e-01
9.474972048772579702e-01,9.474971890449523926e-01
1.029838796124016298e+00,1.029839277267456055e+00
7.042231251075197207e-01,7.042225003242492676e-01
9.887404784786295586e-01,9.887380003929138184e-01
9.467723303362985954e-01,9.467731714248657227e-01
7.696372830918171148e-01,7.696377038955688477e-01
8.402869500357379451e-01,8.402873873710632324e-01
6.817096022044066839e-01,6.817091703414916992e-01
6.686467177364683323e-01,6.686462759971618652e-01
9.660317901663639795e-01,9.660331010818481445e-01
