"epoch,loss,r2,val_loss,val_r2"
"1.0,0.06717289984226227,0.5013930797576904,0.012430199421942227,0.90934818983078"
"2.0,0.012019501999020582,0.911945641040802,0.007107903715223073,0.947328805923462"
"3.0,0.007057690527290107,0.9483409523963928,0.004566010553389789,0.9663822650909424"
"4.0,0.005179641768336295,0.9621023535728456,0.0034695563372224556,0.974579095840454"
"5.0,0.004245268646627665,0.9689408540725708,0.0036898406688123954,0.9729285836219788"
"6.0,0.0038305600173771386,0.972041666507721,0.002832117723301053,0.9792101979255676"
"7.0,0.0034510376863181604,0.9747476577758788,0.0025831796228885655,0.9810770750045776"
"8.0,0.003175349673256278,0.9767544865608216,0.002483062213286758,0.9817995429039"
"9.0,0.0030119565781205897,0.9779529571533204,0.0023267886135727176,0.9829514622688292"
"10.0,0.0028199374210089467,0.9793967008590698,0.002205647993832826,0.9838402271270752"
"11.0,0.0027628489769995217,0.9797654747962952,0.002212659688666462,0.9837446212768556"
"12.0,0.0024449180345982317,0.9821356534957886,0.0019339473219588395,0.9858331680297852"
"13.0,0.0022578875068575157,0.9834878444671632,0.0019109462155029167,0.9859859943389891"
"14.0,0.002162693999707698,0.984182059764862,0.0017814129823818812,0.986943244934082"
"15.0,0.0020588582847267394,0.984943687915802,0.001673090155236423,0.9877514243125916"
"16.0,0.0019184455741196864,0.9859997630119324,0.0015467306366190303,0.9886733293533324"
"17.0,0.0017752326093614114,0.987030565738678,0.0014518859097734094,0.9893738627433776"
"18.0,0.0016474312869831904,0.9879515767097472,0.0014049627352505918,0.9897048473358154"
"19.0,0.0015402627177536492,0.9887378215789796,0.0013293297961354264,0.9902531504631042"
"20.0,0.0015327056171372533,0.988804817199707,0.0012610320700332529,0.9907627105712892"
"21.0,0.0014254653360694642,0.9895974397659302,0.0012147052912041543,0.9910920262336732"
"22.0,0.0014065413270145666,0.9897149205207824,0.0012009635102003817,0.991201400756836"
"23.0,0.0013455939479172221,0.9901715517044068,0.0011358448537066579,0.9916781187057496"
"24.0,0.0013131728628650303,0.990405797958374,0.0010874468134716153,0.9920262098312378"
"25.0,0.0013123826356604687,0.9904252290725708,0.0011416213819757087,0.991647720336914"
"26.0,0.0012631773715838792,0.9907613396644592,0.0010896833846345544,0.991995096206665"
"27.0,0.001219033845700324,0.9910876154899596,0.0010814000852406003,0.9920799732208252"
"28.0,0.0012384668225422508,0.990942656993866,0.0010184224229305978,0.9925238490104676"
"29.0,0.0011958312243223173,0.9912741780281068,0.0010215120855718853,0.9924971461296082"
"30.0,0.001174759236164391,0.9914047718048096,0.0009870602516457423,0.992761492729187"
"31.0,0.0011921698460355399,0.9912641048431396,0.0011671858374029404,0.9914332628250122"
"32.0,0.00114693702198565,0.9916064739227296,0.0009043976897373804,0.9933583736419678"
"33.0,0.0011262188199907543,0.9917497634887696,0.0008817299967631701,0.993524134159088"
"34.0,0.0010583142284303886,0.99226313829422,0.0008800812065601361,0.9935245513916016"
"35.0,0.0010483313817530868,0.9923441410064696,0.0008564059971831739,0.9936935901641846"
"36.0,0.001122714718803763,0.9917871952056884,0.000867943686898798,0.9936147332191468"
"37.0,0.001028779195621609,0.9924519062042236,0.0008343171793967479,0.993876338005066"
"38.0,0.0009921939345076687,0.99275141954422,0.0008904894930310541,0.9934555888175964"
"39.0,0.00099779455922544,0.9927041530609132,0.0008162842132151121,0.9940159916877748"
"40.0,0.0010383342159911981,0.9923954010009766,0.0010014699073508384,0.9926733374595642"
"41.0,0.0010524019598960883,0.9922875165939332,0.000876541656907648,0.9935725331306458"
"42.0,0.0009905366459861393,0.9927482604980468,0.0008123968145810068,0.9940343499183656"
"43.0,0.0009693449828773734,0.9929174780845642,0.0007908185361884529,0.9941803812980652"
"44.0,0.0009765976574271926,0.9928509593009948,0.0007841390324756504,0.9942286610603333"
"45.0,0.0009804507717490194,0.9928311109542848,0.0007872226997278624,0.99421226978302"
"46.0,0.0010071942815557124,0.9926272630691528,0.0008196809794753793,0.993983805179596"
"47.0,0.0009772708872333167,0.9928361177444458,0.000779216294176877,0.9942712783813475"
"48.0,0.0010073090670630316,0.9926166534423828,0.0007605627761222422,0.9944183826446532"
"49.0,0.0010025841183960436,0.9926670789718628,0.0007609417079947889,0.9944077730178832"
"50.0,0.0010126228444278245,0.9925876259803772,0.001008527586236595,0.9925373792648317"
"51.0,0.0009606796083971861,0.992965042591095,0.0008201648015528917,0.993986964225769"
"52.0,0.001015037996694446,0.9925861358642578,0.0007660212577320633,0.9943711757659912"
"53.0,0.000919998856261373,0.9932641983032228,0.0007714811363257471,0.9943087100982666"
"54.0,0.0009618415497243392,0.9929636716842652,0.0007389150559902199,0.994578778743744"
"55.0,0.0010098257334902898,0.992645502090454,0.0009052444947883487,0.99339359998703"
"56.0,0.0009228835697285827,0.9932343363761902,0.0007546463748440146,0.9944533109664916"
"57.0,0.0009086426580324766,0.9933541417121888,0.0007817441364750261,0.9942613244056702"
"58.0,0.0009537093574181198,0.9930176138877868,0.001042889547534287,0.992313265800476"
"59.0,0.0009411216597072758,0.993127703666687,0.0007205764995887879,0.99471116065979"
"60.0,0.0009227536502294243,0.9932581782341005,0.0008402968524023893,0.9937778115272522"
"61.0,0.0009216343169100588,0.9932568073272704,0.0008069159230217329,0.9940614700317384"
