1.000000000000000000e+00,2.081840932369232178e-01,6.163328886032104492e-02
2.000000000000000000e+00,1.798250228166580200e-01,5.593824759125709534e-02
3.000000000000000000e+00,1.625027507543563843e-01,5.263078957796096802e-02
4.000000000000000000e+00,1.517180204391479492e-01,5.067459121346473694e-02
5.000000000000000000e+00,1.449767053127288818e-01,4.952230677008628845e-02
6.000000000000000000e+00,1.408343315124511719e-01,4.886996746063232422e-02
7.000000000000000000e+00,1.384081840515136719e-01,4.853808134794235229e-02
8.000000000000000000e+00,1.371262520551681519e-01,4.841281846165657043e-02
9.000000000000000000e+00,1.365977823734283447e-01,4.841715842485427856e-02
1.000000000000000000e+01,1.365447938442230225e-01,4.849579557776451111e-02
1.100000000000000000e+01,1.367622911930084229e-01,4.860781878232955933e-02
1.200000000000000000e+01,1.370969414710998535e-01,4.872344061732292175e-02
1.300000000000000000e+01,1.374370902776718140e-01,4.882176220417022705e-02
1.400000000000000000e+01,1.377036124467849731e-01,4.889023676514625549e-02
1.500000000000000000e+01,1.378440409898757935e-01,4.892105981707572937e-02
1.600000000000000000e+01,1.378326714038848877e-01,4.891078919172286987e-02
1.700000000000000000e+01,1.376666128635406494e-01,4.885541275143623352e-02
1.800000000000000000e+01,1.373534947633743286e-01,4.875184223055839539e-02
1.900000000000000000e+01,1.369006782770156860e-01,4.860430583357810974e-02
2.000000000000000000e+01,1.363187432289123535e-01,4.841677099466323853e-02
2.100000000000000000e+01,1.356209367513656616e-01,4.819943010807037354e-02
2.200000000000000000e+01,1.348182260990142822e-01,4.795755445957183838e-02
2.300000000000000000e+01,1.339207589626312256e-01,4.769682884216308594e-02
2.400000000000000000e+01,1.329401433467864990e-01,4.742252454161643982e-02
2.500000000000000000e+01,1.318857520818710327e-01,4.713766276836395264e-02
2.600000000000000000e+01,1.307658702135086060e-01,4.684583842754364014e-02
2.700000000000000000e+01,1.295891702175140381e-01,4.655048996210098267e-02
2.800000000000000000e+01,1.283635497093200684e-01,4.625437036156654358e-02
2.900000000000000000e+01,1.270982027053833008e-01,4.595873877406120300e-02
3.000000000000000000e+01,1.258017718791961670e-01,4.566527158021926880e-02
3.100000000000000000e+01,1.244811117649078369e-01,4.537508636713027954e-02
3.200000000000000000e+01,1.231424212455749512e-01,4.508865624666213989e-02
3.300000000000000000e+01,1.217913851141929626e-01,4.480634257197380066e-02
3.400000000000000000e+01,1.204325854778289795e-01,4.452825710177421570e-02
3.500000000000000000e+01,1.190699115395545959e-01,4.425435885787010193e-02
3.600000000000000000e+01,1.177065074443817139e-01,4.398441314697265625e-02
