r2,iteration
0.99078804,1670
0.99088305,1680
0.99082494,1690
0.9906614,1700
0.9904548,1710
0.99026483,1720
0.99009764,1730
0.990001,1740
0.99002147,1750
0.9900844,1760
0.9901562,1770
0.9902286,1780
0.99029344,1790
0.9903511,1800
0.9904052,1810
0.9904577,1820
0.99052095,1830
0.99061066,1840
0.9907393,1850
0.99090445,1860
0.9910869,1870
0.9912763,1880
0.99145806,1890
0.9916135,1900
0.9917359,1910
0.9918231,1920
0.991892,1930
0.99195236,1940
0.99201155,1950
0.99207604,1960
0.9921473,1970
0.992225,1980
0.99230707,1990
0.99238896,2000
0.9924679,2010
0.9925405,2020
0.9926078,2030
0.9926714,2040
0.9927337,2050
0.9927868,2060
0.9928589,2070
0.99293864,2080
0.9930251,2090
0.9931403,2100
0.99328375,2110
0.99342704,2120
0.9935445,2130
0.99362963,2140
0.99369085,2150
0.99371797,2160
0.99370396,2170
0.99366075,2180
0.9936063,2190
0.9935505,2200
0.99350524,2210
0.9934809,2220
0.9934835,2230
0.9935126,2240
0.99356276,2250
0.99362576,2260
0.9936937,2270
0.9937606,2280
0.9938249,2290
0.9938868,2300
0.9939496,2310
0.9940165,2320
0.9940902,2330
0.99417233,2340
0.9942622,2350
0.9943565,2360
0.9944534,2370
0.9945481,2380
0.9946367,2390
0.9947151,2400
0.99478304,2410
0.9948403,2420
0.99488527,2430
0.9949174,2440
0.99493694,2450
0.9949443,2460
0.9949427,2470
0.99493676,2480
0.9949293,2490
0.9949227,2500
0.994921,2510
0.9949269,2520
0.9949422,2530
0.994968,2540
0.99500465,2550
0.9950524,2560
0.9951094,2570
0.99517375,2580
0.9952431,2590
0.9953155,2600
0.99538803,2610
0.9954593,2620
0.9955282,2630
0.99559337,2640
0.995655,2650
0.99571294,2660
0.99576706,2670
0.9958169,2680
0.9958629,2690
0.9959036,2700
0.9959376,2710
0.9959671,2720
0.9959916,2730
0.9960123,2740
0.99603134,2750
0.9960536,2760
0.99607843,2770
0.99610096,2780
0.9961166,2790
0.99612343,2800
0.9961246,2810
0.9961254,2820
0.9961322,2830
0.9961493,2840
0.99617887,2850
0.9962199,2860
0.99627316,2870
0.99633574,2880
0.99640375,2890
0.99647886,2900
0.9965625,2910
0.9966476,2920
0.99671906,2930
0.99676484,2940
0.99678224,2950
0.9967769,2960
0.99675953,2970
0.99674165,2980
0.9967304,2990
0.9967285,3000
0.99673593,3010
0.9967497,3020
0.99676615,3030
0.99678135,3040
0.9967932,3050
0.9968014,3060
0.99680775,3070
0.9968154,3080
0.99682516,3090
0.9968411,3100
0.9968651,3110
0.9968952,3120
0.9969286,3130
0.9969635,3140
0.99699986,3150
0.997038,3160
0.9970778,3170
0.99711907,3180
0.99716085,3190
0.9972015,3200
0.99723995,3210
0.9972748,3220
0.99730474,3230
0.9973285,3240
0.99734575,3250
0.9973562,3260
0.9973604,3270
0.99735975,3280
0.9973556,3290
0.9973503,3300
0.9973457,3310
0.9973431,3320
0.99734384,3330
0.9973483,3340
0.9973569,3350
0.99736917,3360
0.9973853,3370
0.9974046,3380
0.99742687,3390
0.99745154,3400
0.9974783,3410
0.9975064,3420
0.99753535,3430
0.9975646,3440
0.9975929,3450
0.9976202,3460
0.9976461,3470
0.9976696,3480
0.9976908,3490
0.99770916,3500
0.99772495,3510
0.9977379,3520
0.9977473,3530
0.99775094,3540
0.99774754,3550
0.99773955,3560
0.99773145,3570
0.99772567,3580
0.9977239,3590
0.9977266,3600
0.9977339,3610
0.99774617,3620
0.99776244,3630
0.99777997,3640
0.9977941,3650
0.99780244,3660
0.9978058,3670
0.9978075,3680
0.99781096,3690
0.99781775,3700
0.9978291,3710
0.99784535,3720
0.9978668,3730
0.9978938,3740
0.9979242,3750
0.9979548,3760
0.9979835,3770
0.99800795,3780
0.9980276,3790
0.9980422,3800
0.9980533,3810
0.99806064,3820
0.99806416,3830
0.9980673,3840
0.9980748,3850
0.9980844,3860
0.99809086,3870
0.99808973,3880
0.998081,3890
0.9980676,3900
0.99805284,3910
0.9980409,3920
0.99803436,3930
0.99803543,3940
0.9980433,3950
0.9980566,3960
0.99807197,3970
0.99808705,3980
0.9980991,3990
0.99810743,4000
0.99811256,4010
0.99811554,4020
0.99811834,4030
0.9981231,4040
0.99813086,4050
0.9981425,4060
0.9981577,4070
0.9981748,4080
0.99819106,4090
0.99820304,4100
0.99820936,4110
0.99821115,4120
0.99821055,4130
0.99820906,4140
0.9982075,4150
0.9982059,4160
0.99820507,4170
0.99820626,4180
0.99820966,4190
0.9982138,4200
0.99821734,4210
0.99821985,4220
0.9982209,4230
0.9982218,4240
0.99822307,4250
0.9982254,4260
0.9982292,4270
0.9982347,4280
0.99824166,4290
0.9982499,4300
0.9982588,4310
0.99826866,4320
0.9982792,4330
0.99829024,4340
0.9983018,4350
0.99831384,4360
0.99832535,4370
0.998336,4380
0.9983451,4390
0.9983519,4400
0.9983566,4410
0.99835926,4420
0.9983602,4430
0.99836016,4440
0.9983593,4450
0.9983585,4460
0.99835765,4470
0.99835706,4480
0.9983567,4490
0.99835676,4500
0.9983573,4510
0.99835837,4520
0.9983603,4530
0.9983631,4540
0.998367,4550
0.9983722,4560
0.9983781,4570
0.99838513,4580
0.9983927,4590
0.99839973,4600
0.99840504,4610
0.9984086,4620
0.9984114,4630
0.99841446,4640
0.99841815,4650
0.99842215,4660
0.9984262,4670
0.99843,4680
0.9984349,4690
0.998441,4700
0.9984485,4710
0.99845684,4720
0.99846435,4730
0.9984698,4740
0.99847233,4750
0.9984716,4760
0.9984686,4770
0.99846447,4780
0.9984611,4790
0.9984594,4800
0.99846023,4810
0.99846375,4820
0.9984694,4830
0.9984768,4840
0.99848527,4850
0.9984943,4860
0.99850345,4870
0.99851245,4880
0.9985209,4890
0.9985285,4900
0.998535,4910
0.99854016,4920
0.99854386,4930
0.99854624,4940
0.9985476,4950
0.9985483,4960
0.9985491,4970
0.9985505,4980
0.99855286,4990
0.9985564,5000
0.99856067,5010
0.9985655,5020
0.9985703,5030
0.9985747,5040
0.9985782,5050
0.9985808,5060
0.9985825,5070
0.9985834,5080
0.9985841,5090
0.99858487,5100
0.99858624,5110
0.9985887,5120
0.99859244,5130
0.9985974,5140
0.9986037,5150
0.9986109,5160
0.9986186,5170
0.9986264,5180
0.99863374,5190
0.9986401,5200
0.9986454,5210
0.9986495,5220
0.9986522,5230
0.9986542,5240
0.99865556,5250
0.9986567,5260
0.9986577,5270
0.9986592,5280
0.99866116,5290
0.9986635,5300
0.99866635,5310
0.9986696,5320
0.99867326,5330
0.99867684,5340
0.9986805,5350
0.99868405,5360
0.9986873,5370
0.9986904,5380
0.9986933,5390
0.9986961,5400
0.99869907,5410
0.9987021,5420
0.9987057,5430
0.9987097,5440
0.99871415,5450
0.99871916,5460
0.9987245,5470
0.9987299,5480
0.9987352,5490
0.9987401,5500
0.99874437,5510
0.99874824,5520
0.99875134,5530
0.9987539,5540
0.9987559,5550
0.99875754,5560
0.99875903,5570
0.9987604,5580
0.99876213,5590
0.99876416,5600
0.99876654,5610
0.9987693,5620
0.99877244,5630
0.99877584,5640
0.9987794,5650
0.998783,5660
0.9987866,5670
0.99879026,5680
0.9987938,5690
0.99879724,5700
0.99880075,5710
0.99880433,5720
0.99880785,5730
0.9988115,5740
0.9988152,5750
0.9988189,5760
0.9988226,5770
0.9988262,5780
0.99882996,5790
0.9988335,5800
0.99883693,5810
0.99884015,5820
0.99884313,5830
0.9988459,5840
0.99884844,5850
0.9988534,5860
0.99886274,5870
0.9988677,5880
0.99887055,5890
0.998873,5900
0.9988754,5910
0.9988772,5920
0.9988789,5930
0.9988807,5940
0.9988826,5950
0.99888456,5960
0.99888647,5970
0.99888813,5980
0.99888957,5990
0.9988907,6000
0.99889153,6010
0.9988923,6020
0.9988933,6030
0.99889463,6040
0.9988964,6050
0.9988986,6060
0.99890155,6070
0.9989049,6080
0.9989086,6090
0.99891245,6100
0.99891645,6110
0.9989205,6120
0.99892473,6130
0.99892884,6140
0.9989331,6150
0.99893737,6160
0.99894154,6170
0.9989458,6180
0.9989499,6190
0.9989538,6200
0.99895746,6210
0.9989608,6220
0.99896353,6230
0.998966,6240
0.99896795,6250
0.9989696,6260
0.998971,6270
0.9989721,6280
0.99897337,6290
0.99897456,6300
0.9989759,6310
0.9989773,6320
0.998979,6330
0.99898094,6340
0.99898314,6350
0.9989856,6360
0.99898833,6370
0.9989913,6380
0.9989945,6390
0.9989979,6400
0.99900144,6410
0.9990051,6420
0.99900866,6430
0.9990123,6440
0.9990158,6450
0.9990194,6460
0.99902284,6470
0.99902624,6480
0.99902964,6490
0.99903274,6500
0.99903584,6510
0.9990387,6520
0.9990414,6530
0.99904394,6540
0.999046,6550
0.9990482,6560
0.9990504,6570
0.9990557,6580
0.9990592,6590
0.99906135,6600
0.99906313,6610
0.9990648,6620
0.9990663,6630
0.9990677,6640
0.9990693,6650
0.999071,6660
0.99907273,6670
0.99907464,6680
0.9990768,6690
0.99907887,6700
0.999081,6710
0.99908304,6720
0.999085,6730
0.99908704,6740
0.9990891,6750
0.99909145,6760
0.99909395,6770
0.99909663,6780
0.9990995,6790
0.9991026,6800
0.9991056,6810
0.99910873,6820
0.9991118,6830
0.9991149,6840
0.99911785,6850
0.9991208,6860
0.9991236,6870
0.99912626,6880
0.9991289,6890
0.9991314,6900
0.9991338,6910
0.99913615,6920
0.99913824,6930
0.9991402,6940
0.99914205,6950
0.99914384,6960
0.9991456,6970
0.9991474,6980
0.9991493,6990
0.99915123,7000
0.9991532,7010
0.99915534,7020
0.99915755,7030
0.9991599,7040
0.9991623,7050
0.9991648,7060
0.9991673,7070
0.9991698,7080
0.99917245,7090
0.999175,7100
0.99917775,7110
0.9991808,7120
0.9991836,7130
0.9991861,7140
0.99918866,7150
0.9991911,7160
0.9991934,7170
0.9991957,7180
0.99919796,7190
0.99920005,7200
0.9992021,7210
0.99920404,7220
0.999206,7230
0.999208,7240
0.99920976,7250
0.9992116,7260
0.9992134,7270
0.9992153,7280
0.9992172,7290
0.99921924,7300
0.9992212,7310
0.99922335,7320
0.9992257,7330
0.99922794,7340
0.99923027,7350
0.99923265,7360
0.99923515,7370
0.9992377,7380
0.9992401,7390
0.9992426,7400
0.99924505,7410
0.9992474,7420
0.9992497,7430
0.9992521,7440
0.9992542,7450
0.9992564,7460
0.99926054,7470
0.9992703,7480
0.99927557,7490
0.9992781,7500
0.99928033,7510
0.9992822,7520
0.9992835,7530
0.9992843,7540
0.9992849,7550
0.9992851,7560
0.9992849,7570
0.9992846,7580
0.9992843,7590
0.9992839,7600
0.99928355,7610
0.9992832,7620
0.99928296,7630
0.9992831,7640
0.9992837,7650
0.99928474,7660
0.99928623,7670
0.99928814,7680
0.99929035,7690
0.9992928,7700
0.99929535,7710
0.99929816,7720
0.99930114,7730
0.9993044,7740
0.99930793,7750
0.9993117,7760
0.99931556,7770
0.99931955,7780
0.99932337,7790
0.999327,7800
0.99933016,7810
0.9993329,7820
0.99933505,7830
0.9993366,7840
0.9993376,7850
0.9993382,7860
0.9993386,7870
0.99933887,7880
0.9993392,7890
0.9993395,7900
0.9993399,7910
0.9993403,7920
0.9993407,7930
0.9993411,7940
0.9993415,7950
0.99934196,7960
0.9993427,7970
0.9993437,7980
0.99934524,7990
0.9993474,8000
0.99935025,8010
0.9993537,8020
0.9993575,8030
0.9993617,8040
0.9993659,8050
0.9993701,8060
0.9993739,8070
0.99937725,8080
0.99938005,8090
0.9993825,8100
0.9993844,8110
0.9993861,8120
0.9993874,8130
0.99938834,8140
0.9993893,8150
0.9993899,8160
0.9993906,8170
0.99939114,8180
0.9993916,8190
0.99939215,8200
0.9993928,8210
0.9993936,8220
0.99939454,8230
0.99939585,8240
0.9993973,8250
0.999399,8260
0.9994011,8270
0.99940336,8280
0.9994058,8290
0.9994084,8300
0.99941117,8310
0.9994138,8320
0.99941653,8330
0.99941915,8340
0.9994215,8350
0.9994237,8360
0.99942565,8370
0.99942756,8380
0.99942946,8390
0.99943113,8400
0.99943286,8410
0.9994346,8420
0.99943626,8430
0.9994378,8440
0.9994393,8450
0.9994407,8460
0.9994421,8470
0.99944323,8480
0.9994444,8490
0.9994454,8500
0.99944645,8510
0.9994474,8520
0.99944836,8530
0.99944943,8540
0.9994506,8550
0.99945194,8560
0.9994534,8570
0.9994551,8580
0.999457,8590
0.999459,8600
0.9994613,8610
0.99946374,8620
0.99946624,8630
0.99946874,8640
0.9994713,8650
0.99947375,8660
0.9994761,8670
0.9994782,8680
0.9994802,8690
0.9994819,8700
0.99948347,8710
0.9994848,8720
0.99948597,8730
0.999487,8740
0.9994879,8750
0.9994887,8760
0.99948955,8770
0.99949044,8780
0.9994915,8790
0.99949276,8800
0.999494,8810
0.9994955,8820
0.99949706,8830
0.99949867,8840
0.9995004,8850
0.9995022,8860
0.999504,8870
0.99950594,8880
0.99950784,8890
0.99950975,8900
0.99951166,8910
0.9995135,8920
0.9995153,8930
0.9995171,8940
0.9995188,8950
0.9995205,8960
0.99952215,8970
0.99952376,8980
0.9995253,8990
0.9995268,9000
0.99952835,9010
0.99952984,9020
0.99953127,9030
0.99953264,9040
0.999534,9050
0.99953526,9060
0.9995366,9070
0.9995377,9080
0.999539,9090
0.9995402,9100
0.99954146,9110
0.99954265,9120
0.9995439,9130
0.9995453,9140
0.99954665,9150
0.9995481,9160
0.9995497,9170
0.9995513,9180
0.9995531,9190
0.9995548,9200
0.99955666,9210
0.9995585,9220
0.99956024,9230
0.9995621,9240
0.9995638,9250
0.9995655,9260
0.9995671,9270
0.9995686,9280
0.9995701,9290
0.99957144,9300
0.9995727,9310
0.99957395,9320
0.9995751,9330
0.9995763,9340
0.99957734,9350
0.9995784,9360
0.99957955,9370
0.99958074,9380
0.99958193,9390
0.9995832,9400
0.99958444,9410
0.9995858,9420
0.99958724,9430
0.9995887,9440
0.99959034,9450
0.9995918,9460
0.99959344,9470
0.9995949,9480
0.9995966,9490
0.9995981,9500
0.9995997,9510
0.9996012,9520
0.9996027,9530
0.9996041,9540
0.99960554,9550
0.99960697,9560
0.9996083,9570
0.9996097,9580
0.99961096,9590
0.9996123,9600
0.9996135,9610
0.9996148,9620
0.999616,9630
0.9996173,9640
0.9996185,9650
0.9996197,9660
0.9996209,9670
0.9996221,9680
0.9996233,9690
0.99962455,9700
0.99962574,9710
0.99962693,9720
0.9996282,9730
0.9996294,9740
0.9996307,9750
0.999632,9760
0.9996334,9770
0.99963474,9780
0.9996362,9790
0.9996376,9800
0.9996391,9810
0.99964046,9820
0.99964195,9830
0.9996434,9840
0.9996447,9850
0.99964607,9860
0.9996473,9870
0.9996487,9880
0.99964994,9890
0.99965113,9900
0.99965227,9910
0.99965346,9920
0.9996546,9930
0.99965566,9940
0.9996568,9950
0.99965787,9960
0.999659,9970
0.99966013,9980
0.99966127,9990
0.9996625,10000
