r2,iteration
0.9849407,3490
0.98496705,3500
0.9849932,3510
0.9850194,3520
0.98504543,3530
0.9850713,3540
0.98509717,3550
0.9851229,3560
0.9851486,3570
0.9851742,3580
0.98519963,3590
0.985225,3600
0.98525035,3610
0.98527557,3620
0.9853007,3630
0.98532575,3640
0.9853508,3650
0.98537564,3660
0.98540044,3670
0.9854252,3680
0.9854498,3690
0.98547435,3700
0.98549885,3710
0.9855232,3720
0.9855476,3730
0.9855718,3740
0.985596,3750
0.9856201,3760
0.9856441,3770
0.98566806,3780
0.9856919,3790
0.9857157,3800
0.98573935,3810
0.985763,3820
0.98578656,3830
0.9858101,3840
0.9858335,3850
0.98585683,3860
0.98588014,3870
0.9859033,3880
0.9859265,3890
0.9859495,3900
0.9859725,3910
0.9859955,3920
0.98601836,3930
0.9860411,3940
0.98606384,3950
0.9860865,3960
0.9861091,3970
0.9861316,3980
0.9861541,3990
0.9861765,4000
0.9861988,4010
0.9862211,4020
0.98624325,4030
0.9862654,4040
0.98628753,4050
0.9863095,4060
0.98633146,4070
0.98635334,4080
0.9863752,4090
0.98639697,4100
0.98641866,4110
0.9864403,4120
0.9864619,4130
0.9864834,4140
0.98650485,4150
0.98652625,4160
0.98654765,4170
0.9865689,4180
0.98659015,4190
0.9866113,4200
0.98663247,4210
0.9866535,4220
0.98667455,4230
0.98669547,4240
0.9867164,4250
0.98673725,4260
0.986758,4270
0.98677874,4280
0.9867994,4290
0.98682004,4300
0.9868406,4310
0.9868611,4320
0.98688155,4330
0.98690194,4340
0.9869223,4350
0.98694265,4360
0.98696285,4370
0.98698306,4380
0.9870032,4390
0.9870233,4400
0.9870434,4410
0.98706335,4420
0.9870833,4430
0.98710316,4440
0.987123,4450
0.9871428,4460
0.98716253,4470
0.98718226,4480
0.98720187,4490
0.9872215,4500
0.987241,4510
0.9872605,4520
0.98728,4530
0.9872994,4540
0.98731875,4550
0.98733807,4560
0.9873573,4570
0.9873765,4580
0.9873957,4590
0.98741484,4600
0.9874339,4610
0.9874529,4620
0.9874719,4630
0.98749083,4640
0.9875097,4650
0.98752856,4660
0.9875474,4670
0.9875662,4680
0.9875848,4690
0.98760355,4700
0.98762214,4710
0.98764074,4720
0.9876593,4730
0.98767775,4740
0.9876962,4750
0.9877146,4760
0.987733,4770
0.9877513,4780
0.9877696,4790
0.9877878,4800
0.987806,4810
0.98782414,4820
0.98784226,4830
0.9878604,4840
0.9878784,4850
0.9878964,4860
0.9879143,4870
0.9879322,4880
0.9879501,4890
0.9879679,4900
0.98798573,4910
0.98800343,4920
0.98802114,4930
0.98803884,4940
0.9880565,4950
0.98807406,4960
0.9880916,4970
0.9881091,4980
0.9881266,4990
0.98814404,5000
0.9881614,5010
0.98817873,5020
0.9881961,5030
0.98821336,5040
0.9882306,5050
0.98824775,5060
0.9882649,5070
0.9882821,5080
0.98829913,5090
0.9883162,5100
0.9883332,5110
0.9883502,5120
0.98836714,5130
0.988384,5140
0.98840094,5150
0.98841774,5160
0.98843455,5170
0.9884513,5180
0.988468,5190
0.9884847,5200
0.98850137,5210
0.988518,5220
0.98853457,5230
0.9885511,5240
0.9885676,5250
0.9885841,5260
0.98860055,5270
0.98861694,5280
0.9886333,5290
0.98864967,5300
0.98866594,5310
0.9886822,5320
0.9886984,5330
0.98871464,5340
0.9887308,5350
0.98874694,5360
0.98876303,5370
0.9887791,5380
0.98879516,5390
0.98881114,5400
0.9888271,5410
0.988843,5420
0.98885894,5430
0.9888748,5440
0.98889065,5450
0.98890644,5460
0.9889222,5470
0.9889379,5480
0.98895365,5490
0.9889693,5500
0.98898494,5510
0.98900056,5520
0.9890161,5530
0.9890317,5540
0.9890472,5550
0.98906267,5560
0.9890781,5570
0.98909354,5580
0.9891089,5590
0.9891243,5600
0.9891396,5610
0.9891549,5620
0.9891702,5630
0.9891854,5640
0.9892006,5650
0.9892158,5660
0.98923093,5670
0.9892461,5680
0.9892611,5690
0.9892762,5700
0.9892912,5710
0.9893062,5720
0.9893212,5730
0.9893361,5740
0.989351,5750
0.9893659,5760
0.9893807,5770
0.98939556,5780
0.98941034,5790
0.98942506,5800
0.9894398,5810
0.9894545,5820
0.9894692,5830
0.9894838,5840
0.98949844,5850
0.989513,5860
0.9895276,5870
0.98954207,5880
0.9895566,5890
0.98957103,5900
0.9895855,5910
0.98959994,5920
0.9896143,5930
0.9896287,5940
0.989643,5950
0.9896573,5960
0.9896716,5970
0.98968583,5980
0.9897001,5990
0.98971426,6000
0.9897284,6010
0.9897425,6020
0.98975664,6030
0.98977077,6040
0.9897848,6050
0.98979884,6060
0.98981285,6070
0.9898268,6080
0.9898408,6090
0.9898547,6100
0.9898686,6110
0.98988247,6120
0.9898963,6130
0.9899101,6140
0.9899239,6150
0.98993766,6160
0.9899514,6170
0.98996514,6180
0.98997885,6190
0.9899925,6200
0.99000615,6210
0.99001974,6220
0.9900333,6230
0.99004686,6240
0.9900604,6250
0.9900739,6260
0.9900874,6270
0.99010086,6280
0.99011433,6290
0.9901277,6300
0.9901411,6310
0.99015445,6320
0.9901678,6330
0.9901811,6340
0.9901944,6350
0.9902077,6360
0.99022084,6370
0.9902341,6380
0.99024725,6390
0.9902604,6400
0.9902736,6410
0.9902867,6420
0.99029976,6430
0.9903128,6440
0.99032587,6450
0.9903389,6460
0.9903519,6470
0.99036485,6480
0.9903778,6490
0.9903907,6500
0.99040365,6510
0.9904165,6520
0.99042934,6530
0.9904422,6540
0.990455,6550
0.9904678,6560
0.99048054,6570
0.9904933,6580
0.990506,6590
0.9905187,6600
0.9905313,6610
0.99054396,6620
0.9905566,6630
0.99056923,6640
0.99058175,6650
0.9905943,6660
0.99060684,6670
0.99061936,6680
0.9906319,6690
0.99064434,6700
0.99065673,6710
0.9906692,6720
0.9906816,6730
0.9906939,6740
0.9907063,6750
0.99071866,6760
0.99073094,6770
0.9907432,6780
0.9907555,6790
0.9907677,6800
0.99077994,6810
0.99079216,6820
0.9908043,6830
0.9908165,6840
0.9908286,6850
0.9908407,6860
0.9908528,6870
0.9908649,6880
0.9908769,6890
0.99088895,6900
0.99090093,6910
0.9909129,6920
0.9909249,6930
0.9909368,6940
0.9909488,6950
0.99096066,6960
0.9909725,6970
0.9909844,6980
0.99099624,6990
0.99100804,7000
0.99101985,7010
0.9910316,7020
0.9910434,7030
0.9910551,7040
0.9910668,7050
0.9910785,7060
0.9910902,7070
0.9911018,7080
0.9911134,7090
0.99112505,7100
0.99113667,7110
0.99114823,7120
0.9911598,7130
0.9911713,7140
0.9911828,7150
0.9911943,7160
0.9912058,7170
0.99121726,7180
0.99122864,7190
0.9912401,7200
0.99125147,7210
0.99126285,7220
0.9912742,7230
0.9912855,7240
0.9912968,7250
0.99130815,7260
0.9913194,7270
0.9913306,7280
0.9913419,7290
0.9913531,7300
0.9913643,7310
0.9913755,7320
0.99138665,7330
0.9913978,7340
0.9914089,7350
0.99142,7360
0.99143106,7370
0.99144214,7380
0.9914532,7390
0.9914642,7400
0.9914752,7410
0.9914862,7420
0.99149716,7430
0.9915081,7440
0.99151903,7450
0.99153,7460
0.99154085,7470
0.99155176,7480
0.9915626,7490
0.99157345,7500
0.99158424,7510
0.9915951,7520
0.9916059,7530
0.9916166,7540
0.9916274,7550
0.9916381,7560
0.9916488,7570
0.9916595,7580
0.9916702,7590
0.99168086,7600
0.99169147,7610
0.9917021,7620
0.9917127,7630
0.9917233,7640
0.9917339,7650
0.99174446,7660
0.99175495,7670
0.9917655,7680
0.991776,7690
0.9917864,7700
0.9917969,7710
0.99180734,7720
0.9918178,7730
0.9918282,7740
0.9918386,7750
0.99184895,7760
0.9918593,7770
0.9918697,7780
0.99188,7790
0.9918903,7800
0.9919006,7810
0.9919109,7820
0.9919211,7830
0.9919314,7840
0.9919416,7850
0.9919518,7860
0.991962,7870
0.99197215,7880
0.99198234,7890
0.9919925,7900
0.9920026,7910
0.9920127,7920
0.99202275,7930
0.9920328,7940
0.9920429,7950
0.9920529,7960
0.992063,7970
0.992073,7980
0.99208295,7990
0.9920929,8000
0.9921029,8010
0.9921128,8020
0.99212277,8030
0.99213266,8040
0.99214256,8050
0.99215245,8060
0.9921623,8070
0.9921721,8080
0.99218196,8090
0.9921918,8100
0.99220157,8110
0.99221134,8120
0.9922211,8130
0.99223083,8140
0.9922406,8150
0.9922503,8160
0.99226,8170
0.9922697,8180
0.99227935,8190
0.992289,8200
0.99229866,8210
0.99230826,8220
0.99231786,8230
0.99232745,8240
0.99233705,8250
0.9923466,8260
0.9923561,8270
0.99236566,8280
0.9923752,8290
0.9923847,8300
0.99239415,8310
0.9924036,8320
0.9924131,8330
0.9924225,8340
0.99243194,8350
0.99244136,8360
0.9924508,8370
0.99246013,8380
0.9924695,8390
0.99247885,8400
0.99248815,8410
0.9924975,8420
0.9925068,8430
0.99251604,8440
0.99252534,8450
0.9925346,8460
0.9925438,8470
0.99255306,8480
0.9925623,8490
0.9925715,8500
0.99258065,8510
0.99258983,8520
0.992599,8530
0.99260813,8540
0.99261725,8550
0.99262637,8560
0.9926354,8570
0.99264455,8580
0.9926536,8590
0.99266267,8600
0.99267167,8610
0.9926807,8620
0.9926897,8630
0.9926987,8640
0.99270767,8650
0.99271667,8660
0.9927256,8670
0.99273455,8680
0.9927435,8690
0.9927524,8700
0.9927613,8710
0.9927702,8720
0.9927791,8730
0.9927879,8740
0.9927967,8750
0.9928056,8760
0.99281436,8770
0.9928232,8780
0.99283195,8790
0.9928407,8800
0.99284947,8810
0.99285823,8820
0.992867,8830
0.99287564,8840
0.9928844,8850
0.99289304,8860
0.99290174,8870
0.9929104,8880
0.992919,8890
0.9929277,8900
0.9929363,8910
0.9929449,8920
0.9929535,8930
0.99296206,8940
0.99297065,8950
0.99297917,8960
0.99298775,8970
0.9929963,8980
0.9930048,8990
0.99301326,9000
0.9930218,9010
0.99303025,9020
0.9930387,9030
0.9930471,9040
0.9930556,9050
0.993064,9060
0.9930724,9070
0.9930808,9080
0.9930892,9090
0.99309754,9100
0.9931059,9110
0.99311423,9120
0.9931226,9130
0.9931309,9140
0.9931392,9150
0.9931475,9160
0.9931558,9170
0.99316406,9180
0.9931723,9190
0.9931806,9200
0.99318874,9210
0.99319696,9220
0.9932052,9230
0.99321336,9240
0.9932215,9250
0.99322975,9260
0.99323785,9270
0.993246,9280
0.9932541,9290
0.99326223,9300
0.99327034,9310
0.99327844,9320
0.9932865,9330
0.99329454,9340
0.99330264,9350
0.99331063,9360
0.9933187,9370
0.9933267,9380
0.9933347,9390
0.9933427,9400
0.9933507,9410
0.9933587,9420
0.9933666,9430
0.9933745,9440
0.99338245,9450
0.9933904,9460
0.9933983,9470
0.9934062,9480
0.99341404,9490
0.9934219,9500
0.9934298,9510
0.99343765,9520
0.99344546,9530
0.99345326,9540
0.99346113,9550
0.9934689,9560
0.9934767,9570
0.99348444,9580
0.99349225,9590
0.9935,9600
0.9935077,9610
0.99351543,9620
0.9935232,9630
0.99353087,9640
0.99353856,9650
0.99354625,9660
0.9935539,9670
0.99356157,9680
0.9935692,9690
0.9935768,9700
0.99358445,9710
0.9935921,9720
0.99359965,9730
0.9936072,9740
0.9936148,9750
0.9936224,9760
0.99362993,9770
0.9936375,9780
0.993645,9790
0.9936525,9800
0.99366003,9810
0.99366754,9820
0.993675,9830
0.9936825,9840
0.99368995,9850
0.9936974,9860
0.99370486,9870
0.9937123,9880
0.9937197,9890
0.9937271,9900
0.9937345,9910
0.99374187,9920
0.99374926,9930
0.9937566,9940
0.9937639,9950
0.9937713,9960
0.99377865,9970
0.993786,9980
0.99379325,9990
0.9938005,10000
