1.000000000000000000e+00,2.336942702531814575e-01,6.031695753335952759e-02
2.000000000000000000e+00,2.160619199275970459e-01,5.877548083662986755e-02
3.000000000000000000e+00,2.093310505151748657e-01,5.836438387632369995e-02
4.000000000000000000e+00,2.075151205062866211e-01,5.843206495046615601e-02
5.000000000000000000e+00,2.077547609806060791e-01,5.868027359247207642e-02
6.000000000000000000e+00,2.086896747350692749e-01,5.896820127964019775e-02
7.000000000000000000e+00,2.096825093030929565e-01,5.922647938132286072e-02
8.000000000000000000e+00,2.104419767856597900e-01,5.942289531230926514e-02
9.000000000000000000e+00,2.108015418052673340e-01,5.955096334218978882e-02
1.000000000000000000e+01,2.106882333755493164e-01,5.960096046328544617e-02
1.100000000000000000e+01,2.101301997900009155e-01,5.956876650452613831e-02
1.200000000000000000e+01,2.091905772686004639e-01,5.946789681911468506e-02
1.300000000000000000e+01,2.079453617334365845e-01,5.931224301457405090e-02
1.400000000000000000e+01,2.064694166183471680e-01,5.911177396774291992e-02
1.500000000000000000e+01,2.048274427652359009e-01,5.887626111507415771e-02
1.600000000000000000e+01,2.030712664127349854e-01,5.861286818981170654e-02
1.700000000000000000e+01,2.012569308280944824e-01,5.832811817526817322e-02
1.800000000000000000e+01,1.994183510541915894e-01,5.802718549966812134e-02
1.900000000000000000e+01,1.975748687982559204e-01,5.771465599536895752e-02
2.000000000000000000e+01,1.957365274429321289e-01,5.739526078104972839e-02
2.100000000000000000e+01,1.939074546098709106e-01,5.707148835062980652e-02
2.200000000000000000e+01,1.920889317989349365e-01,5.674540251493453979e-02
2.300000000000000000e+01,1.902827620506286621e-01,5.641881749033927917e-02
2.400000000000000000e+01,1.884883493185043335e-01,5.609188601374626160e-02
2.500000000000000000e+01,1.867142319679260254e-01,5.576127767562866211e-02
2.600000000000000000e+01,1.849723011255264282e-01,5.543132126331329346e-02
2.700000000000000000e+01,1.832643449306488037e-01,5.510666593909263611e-02
2.800000000000000000e+01,1.815823763608932495e-01,5.478737503290176392e-02
2.900000000000000000e+01,1.799161881208419800e-01,5.447216331958770752e-02
3.000000000000000000e+01,1.782564371824264526e-01,5.416034907102584839e-02
3.100000000000000000e+01,1.765949577093124390e-01,5.385125055909156799e-02
3.200000000000000000e+01,1.749253869056701660e-01,5.354388803243637085e-02
3.300000000000000000e+01,1.732431054115295410e-01,5.323727801442146301e-02
3.400000000000000000e+01,1.715449094772338867e-01,5.293092876672744751e-02
3.500000000000000000e+01,1.698283255100250244e-01,5.262436345219612122e-02
3.600000000000000000e+01,1.680923998355865479e-01,5.231716483831405640e-02
3.700000000000000000e+01,1.663371473550796509e-01,5.200874805450439453e-02
