epoch,loss,r2,val_loss,val_r2
0.0,-2.391252009409353,0.3308464288711548,-3.6655293643544047,0.8172222971916199
1.0,-4.244874873901951,0.89556485414505,-5.053481786971636,0.9544752240180969
2.0,-4.943078793146568,0.9478343725204468,-5.359675440039947,0.9664586186408997
3.0,-5.111540360030747,0.9559389352798462,-5.593751398293822,0.9733985662460327
4.0,-5.319375153526383,0.9643122553825378,-5.745763425461646,0.9770824313163757
5.0,-5.400199799569681,0.9669351577758789,-5.831238710608498,0.9790003895759583
6.0,-5.503539285309571,0.9700031280517578,-5.876946424760033,0.9798989295959473
7.0,-5.502542557194542,0.9700867533683777,-5.916291578587654,0.9806650280952454
8.0,-5.515040729852742,0.9704028964042664,-5.931870466452313,0.9809598922729492
9.0,-5.571268736864529,0.9720554351806641,-5.907940698075486,0.9804866909980774
10.0,-5.577955286840719,0.9723290205001831,-5.934000268109545,0.9809983372688293
11.0,-5.5716066314102575,0.9722870588302612,-5.933263323332722,0.9809829592704773
12.0,-5.5960066330590195,0.9728423953056335,-5.926441400730317,0.9808562994003296
13.0,-5.585213547727529,0.9724249839782715,-5.875235710991126,0.979831337928772
14.0,-5.624013642835931,0.9735682606697083,-5.789542012079789,0.9780145883560181
15.0,-5.616927588634155,0.9733636975288391,-5.925737386257341,0.9808582067489624
16.0,-5.616343344464683,0.9733810424804688,-5.8225197756520455,0.9787578582763672
17.0,-5.585907078417527,0.9725627899169922,-5.9248814595625054,0.9808346033096313
18.0,-5.6106657038903345,0.9731176495552063,-5.955284650977323,0.9814031720161438
19.0,-5.652896938439051,0.9743245840072632,-5.946492648703608,0.9812366366386414
20.0,-5.63390532535658,0.97386634349823,-5.948318141781187,0.9812726974487305
21.0,-5.6634087702787665,0.9745895266532898,-5.934622312002871,0.9810024499893188
22.0,-5.638311039685557,0.9739117622375488,-5.944327484801258,0.9811884164810181
23.0,-5.6436017982328,0.9740720987319946,-5.9508277017534486,0.9813164472579956
24.0,-5.649446757568958,0.9742063283920288,-5.947197979062628,0.9812556505203247
25.0,-5.653972469431265,0.9743107557296753,-5.9586919552229505,0.9814699292182922
26.0,-5.6682968590998515,0.9746959805488586,-5.918628508181575,0.9807189702987671
27.0,-5.656086050669339,0.9744074940681458,-5.961434478961999,0.98151695728302
28.0,-5.656931775784083,0.9743821024894714,-5.9237414494287925,0.9808204770088196
29.0,-5.682010452358253,0.975058913230896,-5.935546856830784,0.9810412526130676
30.0,-5.675650045597582,0.9748698472976685,-5.946141371568155,0.9812385439872742
31.0,-5.656498030790481,0.9744935035705566,-5.868987134779517,0.9797230958938599
32.0,-5.656196672477566,0.9743465185165405,-5.894102996611256,0.980223536491394
33.0,-5.671868622628295,0.974871814250946,-5.9596887438321176,0.9814855456352234
34.0,-5.699460316277691,0.9754608869552612,-5.894923414218199,0.9802190065383911
35.0,-5.698139916524244,0.9754363894462585,-5.9425708032358635,0.9811517596244812
36.0,-5.612606912535964,0.9733070135116577,-5.9255295045398935,0.9808529019355774
37.0,-5.670556566330639,0.9748250246047974,-5.903662447539751,0.9804344177246094
38.0,-5.671859895141531,0.9747565388679504,-5.916193705884891,0.9806801080703735
39.0,-5.682868411733982,0.9750612378120422,-5.909341346659433,0.9805000424385071
40.0,-5.695154705115931,0.975354790687561,-5.937370634292872,0.9810488820075989
41.0,-5.678231228464326,0.9748543500900269,-5.9435522649062555,0.9811881184577942
42.0,-5.68720102403122,0.9751452207565308,-5.947623608976364,0.9812576174736023
43.0,-5.671047895628871,0.9747455716133118,-5.957814028306382,0.9814451336860657
44.0,-5.681834411468201,0.9750310182571411,-5.925278255551261,0.9808287620544434
45.0,-5.669315126726722,0.9747301936149597,-5.866661562575795,0.9797019958496094
46.0,-5.68462169390387,0.9751179814338684,-5.881648572454997,0.9799636602401733
47.0,-5.6674104207491816,0.9746078252792358,-5.9141417094221085,0.9806162118911743
48.0,-5.706250331422842,0.9756327867507935,-5.952429306994129,0.9813448190689087
49.0,-5.700631075981356,0.9754558801651001,-5.936874121011615,0.9810687303543091
50.0,-5.6829632919348025,0.9751383662223816,-5.9574414689462465,0.9814420938491821
51.0,-5.671686781900382,0.9748098254203796,-5.9327627849228595,0.9809708595275879
52.0,-5.690485695616566,0.975255012512207,-5.950525406520289,0.9813040494918823
53.0,-5.697124011068658,0.9753626585006714,-5.924741794861242,0.980846107006073
54.0,-5.688352695824991,0.9752147793769836,-5.948062974884286,0.9812639951705933
55.0,-5.715984579492958,0.9758731722831726,-5.944491593383932,0.9812029004096985
56.0,-5.681400182228514,0.9750224947929382,-5.923162406611692,0.9808014035224915
57.0,-5.70324559399151,0.9755885004997253,-5.936697679575672,0.9810516238212585
58.0,-5.699222490587502,0.9755109548568726,-5.902734432180166,0.9804151654243469
59.0,-5.697673071649953,0.9753944277763367,-5.950954959522638,0.9813154339790344
60.0,-5.715405376387833,0.9758797883987427,-5.922689328281361,0.9807966947555542
61.0,-5.6994254038185925,0.9753904342651367,-5.955468265979939,0.9814060926437378
62.0,-5.68259531372262,0.9750663042068481,-5.938991287311283,0.9810879826545715
63.0,-5.661855878757573,0.974626362323761,-5.903745622162445,0.9804151654243469
64.0,-5.7124534347614375,0.9758118391036987,-5.959902676980314,0.9814937710762024
65.0,-5.73534763346614,0.9762892723083496,-5.9201577309310185,0.9807182550430298
66.0,-5.6938731018480535,0.975366473197937,-5.829983401538031,0.9789387583732605
67.0,-5.669838456969795,0.9747337102890015,-5.898965750527542,0.9803314208984375
68.0,-5.695599591306207,0.9754174947738647,-5.945876615451265,0.9812338948249817
69.0,-5.728144537155031,0.9761762619018555,-5.953841877888914,0.9813876152038574
70.0,-5.687353276021199,0.975171685218811,-5.9266916327985175,0.9808648228645325
71.0,-5.700859904424601,0.9755128026008606,-5.9320170978721265,0.9809813499450684
72.0,-5.6831020370863845,0.9750481843948364,-5.93794145720942,0.9810839891433716
73.0,-5.739873235225016,0.9764096140861511,-5.942386082774461,0.98115473985672
74.0,-5.6951376007239825,0.9754528999328613,-5.959431922099312,0.9814776182174683
75.0,-5.739564717620683,0.9764604568481445,-5.900361697970261,0.9803609848022461
76.0,-5.692637967706987,0.9753672480583191,-5.93752742810417,0.9810725450515747
77.0,-5.7276999606429655,0.9761812090873718,-5.944657062003079,0.9811909794807434
78.0,-5.732694670124875,0.9763842821121216,-5.900112952619777,0.980358898639679
79.0,-5.717279421148122,0.9759355783462524,-5.962744719881759,0.9815403819084167
80.0,-5.7221746274860825,0.9761365652084351,-5.924025046030981,0.9808031916618347
81.0,-5.726221036327821,0.9761344790458679,-5.935506610819327,0.9810465574264526
82.0,-5.721926786384251,0.9759831428527832,-5.953566377511408,0.9813623428344727
83.0,-5.7108863500972955,0.9756737947463989,-5.878332575544295,0.9798787832260132
84.0,-5.736249298527884,0.976314902305603,-5.9522745474389405,0.981357216835022
85.0,-5.729664372716038,0.9762284159660339,-5.958459267813912,0.9814605712890625
86.0,-5.700493149618706,0.9754745364189148,-5.900200593016072,0.9803556203842163
87.0,-5.697205056791673,0.9754916429519653,-5.943444231216506,0.9811819195747375
88.0,-5.710322114045999,0.9757625460624695,-5.945636215328928,0.9812275171279907
89.0,-5.720058929118484,0.975989818572998,-5.8613459463911965,0.9795254468917847
90.0,-5.7289100753728475,0.9761835932731628,-5.958876287128707,0.9814732670783997
91.0,-5.752534121462734,0.9767354726791382,-5.94780822969653,0.9812582731246948
92.0,-5.731926445809589,0.9762771725654602,-5.968364782369634,0.9816451072692871
93.0,-5.729460247142552,0.9761834144592285,-5.965896120427046,0.9815980792045593
94.0,-5.72409755284989,0.9761283993721008,-5.935331907306329,0.9810386896133423
95.0,-5.69962891470904,0.975486159324646,-5.950940560606938,0.9813245534896851
96.0,-5.711754388601666,0.9758065342903137,-5.911854705239398,0.9805448651313782
97.0,-5.724737519785977,0.976082980632782,-5.943639357256296,0.9811884760856628
98.0,-5.746691742452125,0.9765793681144714,-5.8986909538738495,0.9803203344345093
99.0,-5.719341565052796,0.9759401082992554,-5.962152330457965,0.9815273284912109
0.0,-2.4119784105952005,0.35131287574768066,-3.454628740377977,0.7691566944122314
1.0,-3.9280822139222162,0.8564447164535522,-4.494393203712875,0.9180959463119507
2.0,-4.465313332255489,0.916132926940918,-4.773176100325713,0.9380768537521362
3.0,-4.653713327799368,0.9305925369262695,-4.914237418704628,0.946220874786377
4.0,-4.749691854975944,0.9370090365409851,-4.982280886823795,0.9495482444763184
5.0,-4.82938505158729,0.9417731165885925,-5.033283037055372,0.9521600604057312
6.0,-4.874159610831887,0.9443148374557495,-5.084993139934169,0.9546214938163757
7.0,-4.89992223494091,0.9458171725273132,-5.03637541793825,0.9523788690567017
8.0,-4.919895387508153,0.946740984916687,-5.100329059414569,0.9552640914916992
9.0,-4.958587124350325,0.948907196521759,-5.138084547787384,0.9568749666213989
10.0,-4.920913996742876,0.9467577934265137,-5.162277101390615,0.9579458236694336
11.0,-4.973596116539241,0.949540913105011,-5.155231999124783,0.957672119140625
12.0,-4.973944974504203,0.9495636224746704,-5.172508943550525,0.9583554267883301
13.0,-5.003792975439271,0.9510342478752136,-5.1770402852523505,0.9585866928100586
14.0,-5.006302981769283,0.9512117505073547,-5.197404248882531,0.959419846534729
15.0,-5.013814054578625,0.9516016840934753,-5.1974381790914626,0.9593505859375
16.0,-4.992896634367594,0.9505535960197449,-5.2004629256369705,0.9595514535903931
17.0,-5.040615891635176,0.952867865562439,-5.226947678508375,0.9605497121810913
18.0,-5.045097728144841,0.9530656933784485,-5.238925995693098,0.9610505104064941
19.0,-5.033886893370503,0.9525836110115051,-5.238970492045085,0.9610339403152466
20.0,-5.044996009574445,0.9531100392341614,-5.231242881604761,0.9607020616531372
21.0,-5.031750626828129,0.95252525806427,-5.25474236081526,0.9616742134094238
22.0,-5.0609937647730145,0.9538878202438354,-5.227777298027126,0.9606477618217468
23.0,-5.047047489178345,0.9531630277633667,-5.117626556461165,0.9560645222663879
24.0,-5.073202532821899,0.9544580578804016,-5.263382023188679,0.962005615234375
25.0,-5.045596783396116,0.9531609416007996,-5.260260585494461,0.9618762731552124
26.0,-5.070511384202512,0.9541901350021362,-5.26915249071537,0.9622305035591125
27.0,-5.076497601241645,0.9545067548751831,-5.241487273592656,0.9611075520515442
28.0,-5.085773543123359,0.9550358653068542,-5.159615018645444,0.9577268362045288
29.0,-5.083489075274716,0.9547621011734009,-5.254956816416527,0.9616708755493164
30.0,-5.095957254372391,0.9553669095039368,-5.263813713588005,0.9620193243026733
31.0,-5.085653748400622,0.954948902130127,-5.24972387730918,0.9614495038986206
32.0,-5.058449010594268,0.9537307024002075,-5.10897158108323,0.9555562734603882
33.0,-5.082306134781029,0.954788863658905,-5.293959090255522,0.9631404876708984
34.0,-5.10432255008287,0.9558583498001099,-5.197424202736928,0.9592858552932739
35.0,-5.117124813055547,0.9563325643539429,-5.224520120965929,0.9604368209838867
36.0,-5.102685452272078,0.9556623697280884,-5.215996097605486,0.9600456953048706
37.0,-5.090066093792481,0.9551587104797363,-5.280841697402644,0.9626086950302124
38.0,-5.111596687944523,0.9561406970024109,-5.29181762366547,0.9630643725395203
39.0,-5.081102032137747,0.9548240900039673,-5.136290453783558,0.9569692611694336
40.0,-5.097253574785669,0.9555295705795288,-5.29741013357887,0.9632622003555298
41.0,-5.095185360750443,0.9554063081741333,-5.225139182400676,0.9604695439338684
42.0,-5.093714322713863,0.9553259611129761,-5.26455798267639,0.9619922637939453
43.0,-5.106055077016041,0.9559119343757629,-5.286145803288955,0.9627920389175415
44.0,-5.096085669615122,0.9554175138473511,-5.292007048232238,0.9630888104438782
45.0,-5.078072622886399,0.9546321630477905,-5.27806539534245,0.9625446200370789
46.0,-5.114749149487185,0.9562142491340637,-5.259341331880099,0.9619000554084778
47.0,-5.093838578842414,0.955315887928009,-5.3003320050054405,0.9633721113204956
48.0,-5.106918391222762,0.9559036493301392,-5.293049015684588,0.9631101489067078
49.0,-5.107356945023845,0.9559198617935181,-5.291617781244255,0.9630644917488098
50.0,-5.106834717838079,0.9559320211410522,-5.245359949206914,0.9613645672798157
51.0,-5.103575525054845,0.9557817578315735,-5.244462580756311,0.9612898826599121
52.0,-5.109158485957941,0.9560654759407043,-5.225588878209911,0.9604690670967102
53.0,-5.137928411772606,0.9572405815124512,-5.2978968920368805,0.9632978439331055
54.0,-5.128855019448214,0.9567784070968628,-5.235979079722703,0.9608985781669617
55.0,-5.102103276733696,0.9557024836540222,-5.259282753402388,0.961868166923523
56.0,-5.110387841395405,0.9560956954956055,-5.276788955038904,0.9625480771064758
57.0,-5.104281588039413,0.9557893872261047,-5.201125575261082,0.9596238136291504
58.0,-5.105801375153398,0.95588618516922,-5.225132430712365,0.9604568481445312
59.0,-5.118027603698987,0.9563830494880676,-5.275321353554791,0.962489902973175
60.0,-5.120771834423771,0.9564700126647949,-5.235396998822218,0.9609627723693848
61.0,-5.12578159006838,0.9567451477050781,-5.295370095736678,0.963191032409668
62.0,-5.097513573966685,0.9554777145385742,-5.290140556759424,0.9630123376846313
63.0,-5.109921651496292,0.9559853672981262,-5.235227267169652,0.9609166383743286
64.0,-5.121728660456027,0.9564844965934753,-5.291855653760234,0.9630570411682129
65.0,-5.085641174928156,0.95494544506073,-5.287018304539403,0.962912917137146
66.0,-5.131492321193151,0.9569808840751648,-5.290911806144897,0.9630143046379089
67.0,-5.11365835424128,0.9561742544174194,-5.2680010248378775,0.9621579051017761
68.0,-5.090021325581774,0.9551119804382324,-5.28855390988019,0.9629162549972534
69.0,-5.1208549664453455,0.9565277099609375,-5.280657303926026,0.9626660346984863
