7.150161422370515663e-01,7.150153517723083496e-01
8.694873101935516324e-01,8.693954944610595703e-01
1.012373140553318285e+00,1.005681395530700684e+00
1.108917620526128189e+00,1.108721852302551270e+00
1.089608724531566208e+00,1.088845491409301758e+00
7.875081894354769574e-01,7.875100970268249512e-01
8.306293942304415756e-01,8.306178450584411621e-01
7.141458778971717658e-01,7.141461968421936035e-01
9.930642445587530842e-01,9.883850216865539551e-01
7.898305211803118286e-01,7.898272871971130371e-01
6.811241983653462118e-01,6.811241507530212402e-01
9.042433229837647524e-01,9.042637348175048828e-01
1.081724696101165506e+00,1.080731272697448730e+00
7.778081027773637857e-01,7.778183221817016602e-01
8.965197645859398490e-01,8.965393900871276855e-01
9.737553485641893269e-01,9.720049500465393066e-01
8.234425267646139357e-01,8.234389424324035645e-01
1.096586001482562800e+00,1.095750093460083008e+00
8.424548558011605293e-01,8.426004052162170410e-01
8.115606222098646905e-01,8.116775751113891602e-01
9.766918199816121415e-01,9.770395159721374512e-01
7.689247591660169912e-01,7.689479589462280273e-01
6.810562305773646408e-01,6.810562014579772949e-01
6.402922098232478598e-01,6.402446627616882324e-01
7.081760592598593806e-01,7.081749439239501953e-01
1.070299828537004005e+00,1.060230255126953125e+00
1.007381998511264420e+00,1.007344245910644531e+00
6.564517830736532611e-01,6.564573645591735840e-01
8.644937338116879255e-01,8.642174601554870605e-01
6.731439643175779475e-01,6.731436848640441895e-01
8.576700144262464631e-01,8.575459718704223633e-01
6.997297553670478454e-01,6.997299790382385254e-01
1.011297968598657615e+00,1.011294722557067871e+00
6.060249589212672872e-01,6.060246229171752930e-01
6.765525860411463199e-01,6.765519976615905762e-01
8.042466437104283106e-01,8.042467832565307617e-01
1.043267374144615012e+00,1.043268322944641113e+00
1.029050926860909154e+00,1.029214501380920410e+00
6.384612346140323691e-01,6.384615898132324219e-01
9.814789069620182271e-01,9.814735651016235352e-01
8.510990419333288592e-01,8.511123657226562500e-01
9.698935693652777079e-01,9.698511958122253418e-01
8.737505990254026411e-01,8.737444877624511719e-01
7.105418472646374273e-01,7.105416059494018555e-01
7.922517262153015993e-01,7.922682166099548340e-01
8.965197645859419584e-01,8.966293931007385254e-01
8.799312869935719261e-01,8.799349069595336914e-01
6.641401978391784366e-01,6.641401648521423340e-01
7.946950569013041532e-01,7.947009801864624023e-01
6.889176634694585966e-01,6.889182329177856445e-01
8.078506743429636483e-01,8.078507184982299805e-01
6.968807630969368061e-01,6.968811750411987305e-01
9.235522189783285096e-01,9.234883785247802734e-01
9.853406861609264045e-01,9.851145744323730469e-01
7.459103758283512908e-01,7.459090948104858398e-01
8.006426130779030759e-01,8.006402254104614258e-01
1.029710127266274755e+00,1.029290318489074707e+00
9.699540024900101809e-01,9.696420431137084961e-01
9.467723303362982623e-01,9.469453096389770508e-01
7.604163199580118437e-01,7.606053948402404785e-01
7.585547265173698817e-01,7.585545182228088379e-01
8.485965628950075113e-01,8.485995531082153320e-01
7.597755200530891262e-01,7.599572539329528809e-01
7.453860263624833005e-01,7.453804016113281250e-01
8.540401933979020477e-01,8.540328145027160645e-01
9.096849363545391753e-01,9.096637964248657227e-01
6.646937835841288944e-01,6.646935939788818359e-01
6.760745115652824211e-01,6.762011051177978516e-01
8.424548558011646371e-01,8.424531221389770508e-01
9.405422949778895481e-01,9.408343434333801270e-01
7.696372830918172259e-01,7.689864039421081543e-01
1.014867597715516823e+00,1.014866948127746582e+00
9.158286605805034952e-01,9.158345460891723633e-01
8.270077390055137201e-01,8.248284459114074707e-01
9.350662152814890327e-01,9.350941777229309082e-01
1.066450288917557554e+00,1.064951896667480469e+00
7.298560304077756911e-01,7.297118306159973145e-01
9.021408365179953703e-01,9.021465778350830078e-01
7.898305211803112735e-01,7.898237705230712891e-01
7.397995324785716642e-01,7.397994995117187500e-01
1.035570564446522068e+00,1.035911083221435547e+00
1.037324395328261151e+00,1.037073493003845215e+00
8.078506743429637593e-01,8.078240156173706055e-01
7.806663886185648549e-01,7.805074453353881836e-01
9.385274749252500159e-01,9.385856389999389648e-01
7.343250382316144353e-01,7.342651486396789551e-01
8.059447003311678293e-01,8.059434890747070312e-01
8.959583788336966670e-01,8.953091502189636230e-01
1.044010671683566649e+00,1.044106960296630859e+00
8.801268120390007832e-01,8.799413442611694336e-01
9.474972048772579702e-01,9.471880793571472168e-01
1.029838796124016298e+00,1.026007771492004395e+00
7.042231251075197207e-01,7.042229771614074707e-01
9.887404784786295586e-01,9.887223839759826660e-01
9.467723303362985954e-01,9.465380907058715820e-01
7.696372830918171148e-01,7.703486084938049316e-01
8.402869500357379451e-01,8.402900099754333496e-01
6.817096022044066839e-01,6.817078590393066406e-01
6.686467177364683323e-01,6.686463952064514160e-01
9.660317901663639795e-01,9.658350944519042969e-01
