,EX_rib__D_e_i,EX_malt_e_i,EX_melib_e_i,EX_tre_e_i,EX_fru_e_i,EX_gal_e_i,EX_ac_e_i,EX_lac__D_e_i,EX_succ_e_i,EX_pyr_e_i,GR_1,GR_2,GR_3,GR_4,GR_5,GR_6,GR_7,GR_8,GR_AVG,GR_STD
1,0,0,1,0,0,1,0,0,0,0,,0.20885791030933956,0.2700147613436982,,0.2867232394225876,,,0.30665763925290696,0.26806338758213305,0.04221691103255242
2,0,0,0,0,0,0,0,0,1,1,,,,,,0.16372866300881728,0.14698402809432973,0.16198339315539423,0.15756536141951374,0.009205159038240688
3,0,0,1,0,0,0,0,1,0,0,0.09628836775579197,0.12545898290265592,0.17480951340445047,,,,0.0871326618657509,,0.12092238148216232,0.03946721645148546
4,0,0,0,1,1,0,0,0,0,0,,,0.2806794745863313,0.24902900288656418,0.2889114474967858,,,,0.2728733083232271,0.02105598539174239
5,0,0,0,1,0,1,0,0,0,0,,0.26556473869461195,,,0.2977612863973301,0.27584149729137575,0.33882102893264504,,0.29449713782899073,0.03245704151636181
6,0,1,0,0,0,0,1,0,0,0,0.21399892678968246,,0.23966903543416343,0.2391595073097476,0.261399192308791,,,,0.23855666546059612,0.019377515722202147
7,1,0,0,0,1,0,0,0,0,0,,0.2731891916371115,0.2674475166059638,0.18436726184714658,0.28721647844729026,,,,0.25305511213437804,0.046538665606648016
8,0,1,0,1,0,0,0,0,0,0,,,0.2774202028622234,0.24373184832973252,,,,,0.260576025595978,0.02382126393694087
9,0,0,0,0,0,1,0,0,1,0,,,0.2949503303398268,0.26920507731495097,0.2807235118462105,,,,0.28162630650032944,0.012896348009004292
10,0,0,0,0,1,0,0,0,0,1,,0.13500140980616976,0.12380738686867929,0.13218489189119229,0.15077551775696654,,0.13350376167580716,,0.135054593599763,0.009801660722509169
