,EX_rib__D_e_i,EX_malt_e_i,EX_melib_e_i,EX_tre_e_i,EX_fru_e_i,EX_gal_e_i,EX_ac_e_i,EX_lac__D_e_i,EX_succ_e_i,EX_pyr_e_i
1,0,0,1,0,0,1,0,0,0,0
2,0,0,0,0,0,0,0,0,1,1
3,0,0,1,0,0,0,0,1,0,0
4,0,0,0,1,1,0,0,0,0,0
5,0,0,0,1,0,1,0,0,0,0
6,0,1,0,0,0,0,1,0,0,0
7,1,0,0,0,1,0,0,0,0,0
8,0,1,0,1,0,0,0,0,0,0
9,0,0,0,0,0,1,0,0,1,0
10,0,0,0,0,1,0,0,0,0,1
