,EX_rib__D_e_i,EX_malt_e_i,EX_melib_e_i,EX_tre_e_i,EX_fru_e_i,EX_gal_e_i,EX_ac_e_i,EX_lac__D_e_i,EX_succ_e_i,EX_pyr_e_i
31,0,0,1,1,0,1,0,0,0,0
32,0,0,1,0,0,0,1,0,1,0
33,0,0,1,1,1,0,0,0,0,0
34,0,0,0,0,1,1,0,0,0,1
35,0,1,0,1,0,0,0,0,0,1
36,1,0,0,0,0,0,1,0,1,0
37,0,0,1,0,0,1,0,0,1,0
38,0,0,1,1,0,0,0,1,0,0
39,0,0,1,0,1,0,0,0,0,1
40,1,0,0,0,0,0,1,0,0,1
