,EX_rib__D_e_i,EX_malt_e_i,EX_melib_e_i,EX_tre_e_i,EX_fru_e_i,EX_gal_e_i,EX_ac_e_i,EX_lac__D_e_i,EX_succ_e_i,EX_pyr_e_i,GR_1,GR_2,GR_3,GR_4,GR_5,GR_6,GR_7,GR_8,GR_AVG,GR_STD
1,0,0,0,0,1,0,1,0,0,1,,0.14146268112923804,0.16194699220878594,0.1421499650584791,,0.13400631820243655,,,0.1448914891497349,0.011953379019250402
2,0,1,0,0,0,1,0,0,0,1,0.21253325837474138,0.26205922691355993,,,,0.22624717885561346,0.27210680966555034,0.2313169258293955,0.2408526799277721,0.02516336208467628
3,1,0,1,0,1,0,0,0,0,0,,,,0.2394342069260408,0.20990167752432862,,0.2471904895813562,0.2783815030662216,0.24372696927448678,0.02813959757946171
4,0,0,0,0,0,0,1,1,0,1,,,,0.14227841007658623,0.09670693466844146,0.07880425594269143,,,0.10592986689590637,0.032726730968852764
5,0,0,1,0,0,0,1,0,0,1,0.11288306553891218,0.11518287934359005,,0.1389960353580375,0.09695077698043883,0.09128920671647169,,0.0941199816549154,0.10823699093206095,0.018054617997554097
6,0,1,1,0,1,0,0,0,0,0,,0.2801368997159214,0.21008916147779494,,,,,,0.24511303059685816,0.04953123071495942
7,1,0,0,1,0,0,0,0,1,0,0.3032701700898276,0.2974995170917949,0.2815637960291083,0.35360213113246086,,,0.31356985176252666,,0.3099010932211437,0.027037063209493298
8,0,0,1,1,0,0,1,0,0,0,,0.18670561353155524,0.17619245017945415,0.1993469380867958,,,,0.2375551231749026,0.19995003124317695,0.02679766108617249
9,1,0,0,0,0,0,0,0,1,1,0.2309755939253988,0.17341488414793024,0.2065445781802379,0.21958484397088665,0.2062054397548732,0.20803691056197324,0.20070024587229093,0.2163715585367623,0.20772925686879415,0.016845261368479834
10,0,1,0,0,1,1,0,0,0,0,0.3881094180073355,0.3689189815199538,0.36359653866821795,0.3706580266863516,0.38182602519766,0.3905570912668486,0.4171791476771667,0.38845611439437855,0.3836626679272391,0.016929087334937757
