,EX_rib__D_e_i,EX_malt_e_i,EX_melib_e_i,EX_tre_e_i,EX_fru_e_i,EX_gal_e_i,EX_ac_e_i,EX_lac__D_e_i,EX_succ_e_i,EX_pyr_e_i,GR_1,GR_2,GR_3,GR_4,GR_5,GR_6,GR_7,GR_8,GR_AVG,GR_STD
70,0,1,1,0,0,1,0,0,0,0,0.3833111344731514,0.327693736585897,,0.3826944218455242,0.3807892017149508,0.3724134065315118,0.3646648289503341,0.3702755745919394,0.3688346149561869,0.0194483037440829
71,1,0,0,0,0,0,0,1,0,1,,0.1688759581039976,0.2054091031927915,,0.1552994880894578,,,,0.1765281831287489,0.0259164193576801
72,0,0,1,0,0,0,1,1,0,0,,0.1194027957261117,0.1975161078231759,,,,,,0.1584594517746438,0.0552344526847752
73,0,0,0,0,0,0,0,1,1,1,,0.1981947189104567,,0.1412097164249451,0.1805319448755862,0.1317216629052349,0.1287457974433151,0.1426211742505501,0.153837502468348,0.0285801571920708
74,0,0,0,0,0,1,0,1,1,0,0.1841386915304654,0.1768271286956831,0.165167049942393,,0.2119120984958908,0.1574755788454152,0.218330363513885,0.2070715633374264,0.1887032106230227,0.0239611110227527
75,0,1,0,0,0,0,0,1,1,0,,0.1439435815365738,0.1709723826023192,0.1536231264611569,0.1959441178761113,0.162863612567328,,,0.1654693642086979,0.0198083090682
76,0,0,0,0,1,1,1,0,0,0,,0.1756040225795174,0.1730267244545983,0.1347111958367762,0.2057824657023572,0.1527662583465738,0.1817398400396603,,0.1706050844932472,0.02449032304024
77,1,0,0,1,0,0,0,0,0,1,0.2094307756476568,0.1810876543679102,,0.2183620129459724,0.2083057114060104,0.2093614039565726,0.2460560545154086,0.2357293228220991,0.2154761336659472,0.021061696141647
78,0,0,0,0,1,0,0,1,0,1,0.1579060935015853,0.1709116853806538,0.1488230305564896,0.1484706469280153,0.1288271586315125,0.1745327424251158,,,0.1549118929038954,0.0167863848932472
79,1,0,0,1,0,0,1,0,0,0,,,0.2956742243830324,0.302384719200865,,0.3088884783234832,0.3019311492943802,,0.3022196428004402,0.005398343826686
80,0,1,0,0,0,1,0,0,1,1,0.2923442928038268,,,,0.2713318981055798,0.240066447876999,0.2785239725557424,,0.270566652835537,0.0221241394751989
81,0,0,1,1,0,0,0,0,1,1,,0.2648986275334248,0.2244250460259762,,,0.2392815090153846,0.2334437217265509,,0.2405122260753341,0.0173682886916169
82,0,0,0,1,1,1,1,0,0,0,,,,0.3228693144057417,0.329038014040067,,,0.3566465461290589,0.3361846248582892,0.0179869641786215
83,1,0,1,1,1,0,0,0,0,0,0.2965336063641647,0.2867120451990183,0.3540124895706772,0.288220394957756,0.2848522102537432,,0.2903635953263916,0.3178874023168893,0.30265453485552,0.0252904555645922
84,1,0,0,0,1,0,1,1,0,0,0.1955763385026585,0.2159205894746698,0.2235046449865276,0.1564007861879161,0.2014379681648414,0.2016850392059839,0.1905988051230098,0.1537888646302984,0.1923641295344882,0.0253227740410845
85,0,1,0,0,0,0,1,1,0,1,0.2142617685865092,0.1465922518708221,,0.1376866073576184,0.1455169715974052,0.1536186127370886,0.2066639506880054,,0.1673900271395748,0.0338299400928371
86,0,0,1,1,1,1,0,0,0,0,0.3418242808682578,,,,0.3130632791007777,,0.3319067535302134,0.3153466054794649,0.3255352297446784,0.0137269457532476
87,1,0,1,0,0,1,0,1,0,0,0.2610798819702082,0.2095681886551388,0.2643273570293095,,0.2703472241577782,0.2423974696595115,0.2499829847285045,0.2654818507135332,0.2518835652734262,0.0210136050179846
88,1,0,0,1,1,1,0,0,0,0,,,,0.3474416023899519,0.3235105005732434,,0.3252018878164673,0.3457212637602341,0.3354688136349741,0.0128694913288151
89,0,0,1,0,0,1,1,0,1,0,0.2864654722782799,0.2857246010312773,,0.3035367072117199,,,,,0.2919089268404257,0.0100767643528788
90,0,0,1,1,0,1,0,0,0,0,0.3370506313944194,,,,0.2888306778826048,0.2830954434270716,0.310410759135487,,0.3048468779598957,0.0244791208867151
91,0,0,1,0,0,0,1,0,1,0,,0.2116276662505199,0.2624072267108567,,,,,,0.2370174464806883,0.0359065715471763
92,0,0,1,1,1,0,0,0,0,0,0.2633160126978486,0.2921088870039013,,,0.3161953542600487,0.2665026538605765,0.333631894322304,0.3145614395622512,0.2977193736178217,0.028650579695202
93,0,0,0,0,1,1,0,0,0,1,0.2255142217819961,0.2399792042321548,0.232134704892001,0.2058131326556359,0.2505900439883589,0.2628552389670424,0.3167964298666515,0.2350045749469874,0.2460859439163535,0.0331690263301213
94,0,1,0,1,0,0,0,0,0,1,,0.234182770492376,,,0.2178411994181375,,0.2409084870199372,,0.2309774856434836,0.0118629813937281
95,1,0,0,0,0,0,1,0,1,0,0.2136773765714929,,,,,,0.1761723866648303,0.2213925771551208,0.203747446797148,0.0241902673814719
96,0,0,1,0,0,1,0,0,1,0,,,,,,0.3306164664925201,0.3497569451260719,,0.340186705809296,0.0135343622369407
97,0,0,1,1,0,0,0,1,0,0,0.2179932583951759,0.1867849494147294,0.185583390955006,0.1772293648051427,0.2096570434683585,0.2374382337425727,0.2300645330790295,0.1879444749978272,0.2040869061072302,0.0227884827038231
98,0,0,1,0,1,0,0,0,0,1,,0.1666270938740146,0.2295276080068275,0.130900739593221,,,,0.1388400301638023,0.1664738679094664,0.0447395204311189
99,1,0,0,0,0,0,1,0,0,1,0.1502875647613272,0.1377283562244863,0.1032437615429291,0.1010359211787229,0.1107572136611641,0.1545134954457764,0.1362124864232705,0.1621196329162277,0.131987304019238,0.0240118839785043
100,1,0,0,0,1,1,0,1,0,0,0.2024500643985121,0.2471477335384762,0.2984529132766488,0.2907045903199549,0.2997376467684719,0.3002150173255306,,,0.2731179942712657,0.0401557263515278
101,1,1,0,1,0,1,0,0,0,0,0.3692871299059791,0.3709880825759218,,,,,0.3950892178342401,,0.3784548101053804,0.0144309026177786
102,1,1,1,0,0,0,0,0,0,1,,,0.2310905707954612,0.2186767829869922,,,0.2487605271376007,0.2298973575060541,0.2321063096065271,0.0124314968462048
103,1,1,0,0,1,0,0,0,1,0,0.3578421128624426,,0.372466990075108,0.3730170704847707,,0.3726732388756574,0.3614270561092924,,0.3674852936814543,0.0072805529956044
104,1,0,0,1,0,0,1,1,0,0,0.2602206583564352,0.2416471871886003,0.2811066833571704,0.2865365104847001,,0.2866889976154779,,,0.2712400074004768,0.019793727927996
105,0,0,1,0,0,1,1,1,0,0,0.2548741384542993,0.245461438004205,,0.2678638984776665,0.2681200664868648,0.2518297514322026,0.2816737705286311,0.2569351216839285,0.2609654550096855,0.0122800289532707
106,1,0,1,0,1,0,0,1,0,0,0.2009148480581911,,,0.2790721509627867,0.260733055946359,,,,0.2469066849891122,0.0408719634922977
107,0,1,1,1,0,0,0,0,1,0,0.3821750882773014,,,,0.4000524444328948,,0.43649692661623,0.3529918838903885,0.3929290858042037,0.0349262439563168
108,0,1,1,1,1,0,0,0,0,0,0.3415745664284476,,0.3409863829101767,0.4167538637796143,0.3429871683964998,0.3835515980383004,0.3565443403350981,0.3587872077457414,0.3630264468048398,0.0280339861814007
109,0,0,0,0,1,0,0,1,1,1,0.1929270144633331,,0.1639204431593734,,0.2068217982610319,0.2187765120998707,0.20466606937297,0.1821863965600861,0.1948830389861109,0.019661397789428
