,EX_rib__D_e_i,EX_malt_e_i,EX_melib_e_i,EX_tre_e_i,EX_fru_e_i,EX_gal_e_i,EX_ac_e_i,EX_lac__D_e_i,EX_succ_e_i,EX_pyr_e_i
21,0,1,0,0,0,1,0,0,1,1
22,0,0,1,1,0,0,0,0,1,1
23,0,0,0,1,1,1,1,0,0,0
24,1,0,1,1,1,0,0,0,0,0
25,1,0,0,0,1,0,1,1,0,0
26,0,1,0,0,0,0,1,1,0,1
27,0,0,1,1,1,1,0,0,0,0
28,1,0,1,0,0,1,0,1,0,0
29,1,0,0,1,1,1,0,0,0,0
30,0,0,1,0,0,1,1,0,1,0
